Title	Artist	Date	Subject	Description	Notes	Edition	Type	Original Format	Original Size	Digital Format	Repository	Repository Collection Guide	Restrictions	Cite As	Contact Info	Frame Size	Accession Number	Language	Object File Name	Item URL	Collection URL	Image Resolution (Archival)	Image Bit-Depth (Archival)	Color Mode (Archival)	Extent (Archival)	Image Manipulation (Archival)	File Size (Archival)	Hardware/Software (Archival)	Cataloger	Cataloged Date	Digitized By	Publisher	Digitized Date	Credit Line	Contributors	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	Full resolution	CONTENTdm file path
Young Sarai (transferred to 3 stones)	Durieux, Caroline, 1896-1989	1962	Men; Young adults	A sketch of a young man.	This is the outline for the printer to use for "registration" in printing the completed color lithograph "Young Sarai". See 68.9.93 for a general description of the print.		Image	Color lithograph	20-3/8 x 15-1/2 in.	jpeg 2000	Louisiana State University Museum of Art (http://appl003.lsu.edu/museum/moa.nsf/index/)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/d3827.html	Physical rights are retained by the Louisiana State University Museum of Art.  Copyright is retained in accordance with U S copyright laws.	Caroline Wogan Durieux Collection at the LSU Museum of Art, LOUISiana Digital Library, Baton Rouge, La.	E-mail fhuber@lsu.edu with questions or comments		68.9.98		cd000077	See 'reference url' on the navigation bars.	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_CWD.php?CISOROOT=/CWD;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/CWD	300 dpi	36 Bit-depth	Color	1:1					2003-11-13	PA		2004-07-27				2004-08-13	2008-03-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CWD/id/84	84	34318139102003_366.jp2		/CWD/image/34318139102003_366.jp2
Fish	Durieux, Caroline, 1896-1989	1936	Swimmers; Women	This work belongs to Ms. Durieux's "North American Series" and was. The work was drawn with a lithographic pencil. Line dominates the composition creating the scene with an economy of tone. The satire is seen in the artist's contrasting the two female swimmers, allowing their faces and setting to suggest that which the title states: FISH.	This is a lithograph printed from a zinc plate.	Ed. 10	Image	Black lithograph	11 x 14-1/2 in.	jpeg 2000	Louisiana State University Museum of Art (http://appl003.lsu.edu/museum/moa.nsf/index/)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/d3827.html	Physical rights are retained by the Louisiana State University Museum of Art. Copyright is retained in accordance with U. S. copyright laws.	Caroline Wogan Durieux Collection at the LSU Museum of Art, LOUISiana Digital Library, Baton Rouge, La.	E-mail fhuber@lsu.edu with questions or comments		68.9.9		cd000002	See 'reference url' on the navigation bars.	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_CWD.php?CISOROOT=/CWD;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/CWD	300 dpi	36 Bit-depth	color	1:1				XZ	2003-11-11	PA		2004-07-13		Printed in New York by George Miller		2004-08-13	2008-03-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CWD/id/85	85	95317139102003_357.jp2		/CWD/image/95317139102003_357.jp2
Mother and child	Durieux, Caroline, 1896-1989	1954	Mothers; Children;	A mother and her child.			Image	COLOR ELECTRON	18-1/4 x 14-1/4 in.	jpeg 2000	Louisiana State University Museum of Art (http://appl003.lsu.edu/museum/moa.nsf/index/)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/d3827.html	Physical rights are retained by the Louisiana State University Museum of Art.  Copyright is retained in accordance with U S copyright laws.	Caroline Wogan Durieux Collection at the LSU Museum of Art, LOUISiana Digital Library, Baton Rouge, La.	E-mail fhuber@lsu.edu with questions or comments		68.3	NA	cd000124	See 'reference url' on the navigation bars.	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_CWD.php?CISOROOT=/CWD;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/CWD	300 dpi	36 Bit-depth	Color	1:1	NA	NA	NA	NA	2203-11-20	NA	NA	NA		NA		2003-11-24	2008-03-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CWD/id/86	86	87413139102003_264.jp2		/CWD/image/87413139102003_264.jp2
MATRIX	Durieux, Caroline, 1896-1989	1967	NA	NA			Image	MATRIX FOR PRINT	H: 14-3/8   W: 18	jpeg 2000	Louisiana State University Museum of Art (http://appl003.lsu.edu/museum/moa.nsf/index/)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/d3827.html	Physical rights are retained by the Louisiana State University Museum of Art.  Copyright is retained in accordance with U S copyright laws.	Caroline Wogan Durieux Collection at the LSU Museum of Art, LOUISiana Digital Library, Baton Rouge, La.	E-mail fhuber@lsu.edu with questions or comments		67.1.13	NA	cd000216	See 'reference url' on the navigation bars.	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_CWD.php?CISOROOT=/CWD;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/CWD	300 dpi	36 Bit-depth	Color	1:1	NA	NA	NA	NA	NA	NA	NA	NA		NA		2004-02-16	2008-03-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CWD/id/87	87	45313139102003_255.jp2		/CWD/image/45313139102003_255.jp2
Lemmings	Durieux, Caroline, 1896-1989	1957	Abstract paintings; Lemmings	The print presents abstracted stick-like representations of human legs and feet, all of which are directed as though moving across the picture plane. Ms. Durieux stated that these legs and feet carry the people away in one direction. She stated that the mass movement of such large bodies of people, as witnessed in the subway terminals, recalled the mass migrations of lemmings, small furry footed rodents of Europe.	The print is a three colored lithograph in greyed-yellow, greyed-light blue and a whitish grey with a slight amount of pink added for warmth. The artist related that the idea for this design came to her after experiencing the rush hour of the Paris metro.	8 of 15	Image	Color lithograph	18-1/4 x 14-1/8 in.	jpeg 2000	Louisiana State University Museum of Art (http://appl003.lsu.edu/museum/moa.nsf/index/)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/d3827.html	Physical rights are retained by the Louisiana State University Museum of Art.  Copyright is retained in accordance with U S copyright laws.	Caroline Wogan Durieux Collection at the LSU Museum of Art, LOUISiana Digital Library, Baton Rouge, La.	E-mail fhuber@lsu.edu with questions or comments		68.9.86		cd000025	See 'reference url' on the navigation bars.	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_CWD.php?CISOROOT=/CWD;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/CWD	300 dpi	36 Bit-depth	Color	1:1					2003-11-12	PA		2004-07-13		Printed in Paris by Desjobert		2004-08-13	2008-03-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CWD/id/88	88	76517139102003_353.jp2		/CWD/image/76517139102003_353.jp2
Invasion	Durieux, Caroline, 1896-1989	1962	Abstract paintings; Invasions	A hoard of imaginary creatures are arranged in this print to symbolize the idea of an invasion.	the initial drawing was made using lithographic pencil, lithographic crayon, ink and brush. Ms. Durieux used scraping in areas to serve as a highlighting method. The two colors used are greyish-yellow and dark grey.	16 of 20	Image	Color lithograph	13 x 19 in.	jpeg 2000	Louisiana State University Museum of Art (http://appl003.lsu.edu/museum/moa.nsf/index/)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/d3827.html	Physical rights are retained by the Louisiana State University Museum of Art.  Copyright is retained in accordance with U S copyright laws.	Caroline Wogan Durieux Collection at the LSU Museum of Art, LOUISiana Digital Library, Baton Rouge, La.	E-mail fhuber@lsu.edu with questions or comments		68.9.101		cd000024	See 'reference url' on the navigation bars.	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_CWD.php?CISOROOT=/CWD;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/CWD	300 dpi	36 Bit-depth	Color	1:1					2003-11-12	PA		2004-07-13		Printed Los Angeles by Joe Funk		2004-08-13	2008-03-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CWD/id/89	89	4614139102003_268.jp2		/CWD/image/4614139102003_268.jp2
CARNIVAL, CIRCUS OR GREEN ABSTRACTION	Durieux, Caroline, 1896-1989	1956	NA	NA			Image	COLOR ELECTRON	H: 10-1/2   W: 8-1/2	jpeg 2000	Louisiana State University Museum of Art (http://appl003.lsu.edu/museum/moa.nsf/index/)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/d3827.html	Physical rights are retained by the Louisiana State University Museum of Art.  Copyright is retained in accordance with U S copyright laws.	Caroline Wogan Durieux Collection at the LSU Museum of Art, LOUISiana Digital Library, Baton Rouge, La.	E-mail fhuber@lsu.edu with questions or comments		99.9.5	NA	cd000194	See 'reference url' on the navigation bars.	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_CWD.php?CISOROOT=/CWD;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/CWD	300 dpi	36 Bit-depth	Color	1:1	NA	NA	NA	NA	NA	NA	NA	NA		NA		2004-02-16	2008-03-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CWD/id/90	90	50022139102003_458.jp2		/CWD/image/50022139102003_458.jp2
1955	Durieux, Caroline, 1896-1989	1975	Graduation ceremonies; Men	Satirical, double, bust-length, portrait of two typical male professors of 1955 dressed in academic gowns and mortar boards. Both professors have narrow, elongated faces with small moustaches, little other hair, pince-nez behind which appear very regular horizontal eyes (the man on the left looks a bit sleepy.  The finial of the end of the string of each man's mortar board is quite animated and spider-like.	the print has as its companion piece one entitled "1975."		Image	Black and white electron	10 X 14-3/4 in.	jpeg 2000	Louisiana State University Museum of Art (http://appl003.lsu.edu/museum/moa.nsf/index/)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/d3827.html	Physical rights are retained by the Louisiana State University Museum of Art. Copyright is retained in accordance with U. S. copyright laws.	Caroline Wogan Durieux Collection at the LSU Museum of Art, LOUISiana Digital Library, Baton Rouge, La.	E-mail fhuber@lsu.edu with questions or comments		76.12.6		cd000090	See 'reference url' on the navigation bars.	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_CWD.php?CISOROOT=/CWD;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/CWD	300	36 Bit-Depth	Color	1:1					2003-11-18	PA		2004-07-27				2004-08-13	2008-03-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CWD/id/91	91	42119139102003_390.jp2		/CWD/image/42119139102003_390.jp2
Flotsam	Durieux, Caroline, 1896-1989	1963	Abstract paintings	The title "Flotsam", describes the mood set by the abstracted pictorial composition of the wrecked debris.	This cliché verre was printed with one dye, but because of the thickness of the matrix emulsion, the wide range of colors resulted. The amount of time exposure to the li9ght source also influenced the color results in the print. The print ranges from shades of deep lavender to shades of green. The bubble-texture of the background was the result of minimal exposure to the light source. The artist definitely desired this textured background to support the activity of the central areas. Ms. Durieux related that when working in this printing technique, one must, "...do all that Mr. Eastman tells not to do..."	4 of 12	Image	Color cliché verre	12-3/4 x 16-1/4 in.	jpeg 2000	Louisiana State University Museum of Art (http://appl003.lsu.edu/museum/moa.nsf/index/)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/d3827.html	Physical rights are retained by the Louisiana State University Museum of Art.  Copyright is retained in accordance with U S copyright laws.	Caroline Wogan Durieux Collection at the LSU Museum of Art, LOUISiana Digital Library, Baton Rouge, La.	E-mail fhuber@lsu.edu with questions or comments	22-3/4X24-7/8	2001.3.64		cd000104	See 'reference url' on the navigation bars.	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_CWD.php?CISOROOT=/CWD;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/CWD	300 dpi	36 Bit-depth	Color	1:1					2003-11-18	PA		2004-07-27				2004-07-27	2008-03-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CWD/id/92	92	71812139102003_239.jp2		/CWD/image/71812139102003_239.jp2
Tracery	Durieux, Caroline, 1896-1989	1955	Windows; Decorations	Abstract design suggestive of the tracery of a window or perhaps a spider's web.	This print ranks among the earliest  of the electron prints done by Ms. Durieux. Therefore, it is of an experimental nature. Ms. Durieux related that only a few prints were in this edition as she was experimenting to see if a color electron print was possible. The print is made from a single matrix with a thick emulsion film. It was printed in three colors: light red, yellow, and purplish-grey. The light red areas were created using a brush dipped in the radioactive dye and literally applied to the matrix.		Image	Electron	9-7/8 x 8 in.	jpeg 2000	Louisiana State University Museum of Art (http://appl003.lsu.edu/museum/moa.nsf/index/)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/d3827.html	Physical rights are retained by the Louisiana State University Museum of Art.  Copyright is retained in accordance with U S copyright laws.	Caroline Wogan Durieux Collection at the LSU Museum of Art, LOUISiana Digital Library, Baton Rouge, La.	E-mail fhuber@lsu.edu with questions or comments		68.9.73		cd000033	See 'reference url' on the navigation bars.	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_CWD.php?CISOROOT=/CWD;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/CWD	300 dpi	36 Bit-depth	Color	1:1					2003-11-12	JC		2004-07-13		Printed with the assistance of Dr. Olan Nance		2004-08-13	2008-03-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CWD/id/93	93	15617139102003_339.jp2		/CWD/image/15617139102003_339.jp2
ACADEMIC PORTRAIT	Durieux, Caroline, 1896-1989	1939	NA	NA			Image	BLACK LITHOGRAPH	H: 13   W: 8-3/8	jpeg 2000	Louisiana State University Museum of Art (http://appl003.lsu.edu/museum/moa.nsf/index/)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/d3827.html	Physical rights are retained by the Louisiana State University Museum of Art.  Copyright is retained in accordance with U S copyright laws.	Caroline Wogan Durieux Collection at the LSU Museum of Art, LOUISiana Digital Library, Baton Rouge, La.	E-mail fhuber@lsu.edu with questions or comments		68.9.17	NA	cd000203	See 'reference url' on the navigation bars.	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_CWD.php?CISOROOT=/CWD;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/CWD	300 dpi	36 Bit-depth	Color	1:1	NA	NA	NA	NA	NA	NA	NA	NA		NA		2004-02-16	2008-03-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CWD/id/94	94	53114139102003_279.jp2		/CWD/image/53114139102003_279.jp2
Ghostly peanuts	Durieux, Caroline, 1896-1989	1957	Abstract paintings; Ghosts; Peanuts	The subject is a whimsical one for the artist. By allowing the color of the print to create a mood, she arranges "ghostly" looking peanut forms in the composition. These forms appear to be descending a curving stair case and stare out to the viewer appearing as apparitions within their environment. Each form appears to emerge from a darkened cloud-like outline wile bold white lines define each form.	This is an etching using the line and aquatint techniques and was printed at the home studio of M. Durieux. The print was made using white ink on blue oriental paper.	2 of 4	Image	White etching on blue rice paper	5-7/8 x 7-3/4 in.	jpeg 2000	Louisiana State University Museum of Art (http://appl003.lsu.edu/museum/moa.nsf/index/)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/d3827.html	Physical rights are retained by the Louisiana State University Museum of Art.  Copyright is retained in accordance with U S copyright laws.	Caroline Wogan Durieux Collection at the LSU Museum of Art, LOUISiana Digital Library, Baton Rouge, La.	E-mail fhuber@lsu.edu with questions or comments		74.1.6		cd000079	See 'reference url' on the navigation bars.	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_CWD.php?CISOROOT=/CWD;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/CWD	300 dpi	36 Bit-depth	Color	1:1					2003-11-13	PA		2004-07-27				2004-08-13	2008-03-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CWD/id/95	95	84318139102003_377.jp2		/CWD/image/84318139102003_377.jp2
