Title	Creator	Date	Physical Description	Summary	Description	Language	Type	Subjects	Series	Repository	Repository Collection Guide	Call Number / Shelving Location	Cite as	Restrictions	Contact and Ordering Information	Digital Format	Digital Reproduction Information	Item URL	Collection URL	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Auguste Doussan en Compte Courant avec Antoine Doussan, 1853 May 4	Doussan, Auguste Alexander	1853-05-04	1 letter.	Baton Rouge, May 4, 1853, 'Auguste Doussan en Compte Courant avec Antoine Doussan.'  Statements from September 1852 with projections to April 1855.	The Doussans were an émigré French family who came to Louisiana in the wake of Napoleon's downfall.  The patriarch, Antoine, a medical doctor and former soldier under Napoleon, managed the family's cotton and sugar plantation in West Baton Rouge Parish as well as French-resident members' financial affairs in Louisiana. Auguste Doussan was the younger brother of Antoine Doussan.  He practiced medicine in Grasse, France, and married Louise Perrin, who was a relative of the Allain family of Louisiana.Included are Financial statements for Auguste Doussan's  from September 1852 with projections to April 1855. The assets are managed by Antoine Doussan.	French.	Text.	Doussan, Auguste Alexandre; Doussan, Antoine J.; Baton Rouge (La.)--History--19th Century; Louisiana--Economic Conditions--19th Century	II. Financial Papers, 1842-1884	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	http://www.lib.lsu.edu/special/findaid/4800.pdf	U: 365	Doussan Family Papers, Mss. 4800, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana.	Physical rights are retained by the LSU Libraries. Copyright has expired and the item  is therefore in the public domain.  Permission to reproduce this image must be  requested through the Special Collections Division, Louisiana State University  Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the ""Item number"" or ""Item URL"" in your request.	Jpeg2000	Images digitized using a Epson Flatbed Scanner 110000XL and converted from tiff to jpeg2000 with Photoshop software.	See 'reference url' on the navigation bar.			2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/635	635	663.cpd	/p16313coll76/image/663.cpd
Page 1																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/636	636	664.jp2	/p16313coll76/image/664.jp2
Page 2																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/637	637	665.jp2	/p16313coll76/image/665.jp2
Page 3																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/638	638	666.jp2	/p16313coll76/image/666.jp2
Auguste Doussan Son Compte Courant avec A.J. Doussan, 1842 June 14	Doussan, Antoine J.	1842-06-14	1 letter.	Baton Rouge, June 14, 1842, 'Auguste Doussan Son Compte Courant avec A.J. Doussan.' Statements for May 1841 and for January-June 1842.	Auguste Doussan was the younger brother of Antoine Doussan. He practiced medicine in Grasse, France, and married Louise Perrin, who was a relative of the Allain family of Louisiana. This letter contains financial statements for Auguste Doussan for May 1841 and January through June 1842.	French.	Text.	Doussan, Auguste Alexandre; Doussan, Antoine J.; Baton Rouge (La.)--History--19th Century; Louisiana--Economic Conditions--19th Century	II. Financial Papers, 1842-1872	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	http://www.lib.lsu.edu/special/findaid/4800.pdf	U: 353	Doussan Family Papers, Mss. 4800, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana.	Physical rights are retained by the LSU Libraries. Copyright has expired and the item  is therefore in the public domain.  Permission to reproduce this image must be  requested through the Special Collections Division, Louisiana State University  Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the ""Item number"" or ""Item URL"" in your request.	Jpeg2000	Images digitized using a Epson Flatbed Scanner 110000XL and converted from tiff to jpeg2000 with Photoshop software.	See 'reference url' on the navigation bar.			2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/639	639	667.cpd	/p16313coll76/image/667.cpd
Page 1																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/640	640	668.jp2	/p16313coll76/image/668.jp2
Page 2																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/641	641	669.jp2	/p16313coll76/image/669.jp2
Auguste Doussan Son Compte Courant avec A.J. Doussan, 1845 May 13	Doussan, Antoine J.	1845-05-13	1 letter.	Baton Rouge, May 13, 1845, 'Auguste Doussan Son Compte Courant avec A.J. Doussan.'  Statements for May 1844-May 1845.	Auguste Doussan was the younger brother of Antoine Doussan.  He practiced medicine in Grasse, France, and married Louise Perrin, who was a relative of the Allain family of Louisiana.This letter contains financial statements for Auguste Doussan between May 1844 and May 1845.	French.	Text.	Doussan, Auguste Alexandre; Doussan, Antoine J.; Baton Rouge (La.)--History--19th Century; Louisiana--Economic Conditions--19th Century	II. Financial Papers, 1842-1875	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	http://www.lib.lsu.edu/special/findaid/4800.pdf	U: 356	Doussan Family Papers, Mss. 4800, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana.	Physical rights are retained by the LSU Libraries. Copyright has expired and the item  is therefore in the public domain.  Permission to reproduce this image must be  requested through the Special Collections Division, Louisiana State University  Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the ""Item number"" or ""Item URL"" in your request.	Jpeg2000	Images digitized using a Epson Flatbed Scanner 110000XL and converted from tiff to jpeg2000 with Photoshop software.	See 'reference url' on the navigation bar.			2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/642	642	670.cpd	/p16313coll76/image/670.cpd
Page 1																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/643	643	671.jp2	/p16313coll76/image/671.jp2
Page 2																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/644	644	672.jp2	/p16313coll76/image/672.jp2
Auguste Doussan Son Compte Courant avec A.J. Doussan, 1848 May 5	Doussan, Antoine J.	1848-05-05	1 letter.	May 5, 1848, 'Auguste Doussan Son Compte Courant avec A.J. Doussan.'  Statements for May 1847-May 1848.	Auguste Doussan was the younger brother of Antoine Doussan.  He practiced medicine in Grasse, France, and married Louise Perrin, who was a relative of the Allain family of Louisiana.This letter contains financial statements for Auguste Doussan between May 1847 and May 1848.	French.	Text.	Doussan, Auguste Alexandre; Doussan, Antoine J.; Louisiana--Economic Conditions--19th Century	II. Financial Papers, 1842-1878	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	http://www.lib.lsu.edu/special/findaid/4800.pdf	U: 359	Doussan Family Papers, Mss. 4800, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana.	Physical rights are retained by the LSU Libraries. Copyright has expired and the item  is therefore in the public domain.  Permission to reproduce this image must be  requested through the Special Collections Division, Louisiana State University  Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the ""Item number"" or ""Item URL"" in your request.	Jpeg2000	Images digitized using a Epson Flatbed Scanner 110000XL and converted from tiff to jpeg2000 with Photoshop software.	See 'reference url' on the navigation bar.			2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/645	645	673.cpd	/p16313coll76/image/673.cpd
Page 1																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/646	646	674.jp2	/p16313coll76/image/674.jp2
Page 2																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/647	647	675.jp2	/p16313coll76/image/675.jp2
Auguste Doussan Son Compte Courant avec A.J. Doussan, 1849 May 9	Doussan, Antoine J.	1849-05-09	1 letter.	May 9, 1849, 'Auguste Doussan Son Compte Courant avec A.J. Doussan.'  Statements for May 1848-May 1849.	Auguste Doussan was the younger brother of Antoine Doussan.  He practiced medicine in Grasse, France, and married Louise Perrin, who was a relative of the Allain family of Louisiana.This letter contains financial statements for Auguste Doussan between May 1848 and May 1849.	French.	Text.	Doussan, Auguste Alexandre; Doussan, Antoine J.; Louisiana--Economic Conditions--19th Century	II. Financial Papers, 1842-1879	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	http://www.lib.lsu.edu/special/findaid/4800.pdf	U: 360	Doussan Family Papers, Mss. 4800, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana.	Physical rights are retained by the LSU Libraries. Copyright has expired and the item  is therefore in the public domain.  Permission to reproduce this image must be  requested through the Special Collections Division, Louisiana State University  Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the ""Item number"" or ""Item URL"" in your request.	Jpeg2000	Images digitized using a Epson Flatbed Scanner 110000XL and converted from tiff to jpeg2000 with Photoshop software.	See 'reference url' on the navigation bar.			2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/648	648	676.cpd	/p16313coll76/image/676.cpd
Page 1																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/649	649	677.jp2	/p16313coll76/image/677.jp2
Page 2																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/650	650	678.jp2	/p16313coll76/image/678.jp2
Auguste Doussan Son Compte Courant avec A.J. Doussan, 1851 Feb. 28	Doussan, Auguste Alexander	1851-02-28	1 letter.	Baton Rouge, February 28, 1851, 'Auguste Doussan Son Compte Courant avec A.J. Doussan.'  Statements from May 1849 to February 1851.	Auguste Doussan was the younger brother of Antoine Doussan.  He practiced medicine in Grasse, France, and married Louise Perrin, who was a relative of the Allain family of Louisiana.This letter contains financial statements for Auguste Doussan from May 1849 to February 1851.	French.	Text.	Doussan, Auguste Alexandre; Doussan, Antoine J.; Baton Rouge (La.)--History--19th Century; Louisiana--Economic Conditions--19th Century	II. Financial Papers, 1842-1882	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	http://www.lib.lsu.edu/special/findaid/4800.pdf	U: 363	Doussan Family Papers, Mss. 4800, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana.	Physical rights are retained by the LSU Libraries. Copyright has expired and the item  is therefore in the public domain.  Permission to reproduce this image must be  requested through the Special Collections Division, Louisiana State University  Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the ""Item number"" or ""Item URL"" in your request.	Jpeg2000	Images digitized using a Epson Flatbed Scanner 110000XL and converted from tiff to jpeg2000 with Photoshop software.	See 'reference url' on the navigation bar.			2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/651	651	679.cpd	/p16313coll76/image/679.cpd
Page 1																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/652	652	680.jp2	/p16313coll76/image/680.jp2
Page 2																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/653	653	681.jp2	/p16313coll76/image/681.jp2
Page 3																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/654	654	682.jp2	/p16313coll76/image/682.jp2
Page 4																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/655	655	683.jp2	/p16313coll76/image/683.jp2
Charles de Rabars to Auguste Doussan, 1828 Aug. 22	Rabars, Charles de	1828-08-22	1 letter.	Bordeaux, August 22, 1828, Charles de Rabars to Auguste Doussan at Hôtel des Abeilles, Paris.  De Rabars brings up Madame de Sévigné as an example of a good letter writer.  De Rabars talks about his new friendship with Auguste and about Auguste's sister-in-law's sufferings following her mother's death. 	Charles de Rabars, Bordeaux, to Auguste Doussan at Hôtel des Abeilles, Paris.  Charles de Rabars, a resident of the Bordeaux region of France, served in Napoleon's army with Antoine Doussan.  De Rabars also maintained a lengthy correspondence with Auguste Doussan, a relationship initiated at Antoine Doussan's behest. Auguste Doussan was the younger brother of Antoine Doussan.  He practiced medicine in Grasse, France, and married Louise Perrin, who was a relative of the Allain family of Louisiana. De Rabars writes of his new friendship with Auguste and about Auguste's sister-in-law's sufferings following her mother's death. He also compliments Madame de Sévigné's letter writing. 	French.	Text.	Rabars, Charles de; Doussan, Auguste Alexandre; Bordeaux (France)--History--19th Century; Paris (France)--History--19th Century; Male Friendship--France--19th Century	I. Correspondence, 1827-1849, undated.	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	http://www.lib.lsu.edu/special/findaid/4800.pdf	U: 302	Doussan Family Papers, Mss. 4800, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana.	Physical rights are retained by the LSU Libraries. Copyright has expired and the item  is therefore in the public domain.  Permission to reproduce this image must be  requested through the Special Collections Division, Louisiana State University  Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the ""Item number"" or ""Item URL"" in your request.	Jpeg2000	Images digitized using a Epson Flatbed Scanner 110000XL and converted from tiff to jpeg2000 with Photoshop software.	See 'reference url' on the navigation bar.			2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/656	656	684.cpd	/p16313coll76/image/684.cpd
