Title	Date	Caption/Description	Notes	Format	Cite as	Creator	Subject Headings	Category	Sub-category	Publisher	Restrictions	Repository	Contact and Ordering Information	File Name	Source	Type	Language	Relation	Coverage-Spatial	Coverage-Temporal	Cataloger	Cataloged Date	Object File Name	Viewer Information	Image Resolution (Archival)	Image Bit-Depth (Archival)	Color Mode (Archival)	Extent (Archival)	Image Manipulation (Archival)	File Size (Archival)	Hardware/Software (Archival)	Digitized By	Digitized Date	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Milton Quadrangle, LA, 1934	1934	Planimetric map of Milton Quadrangle, Lafayette Parish, LA,  1934.		TIF	U.S. Geological Survey.   Milton Quadrangle. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1934.	Smith, Glenn S. (Glenn Shepard)	Smith, Glenn S. (Glenn Shepard), Lafayette Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-24	2010-11-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/98	98	135.jp2	/p15140coll35/image/135.jp2
Mink Bayou Quadrangle, LA, 1935	1935	Planimetric map of Mink Bayou Quadrangle, Lafourche Parish, LA, 1935.		TIF	U.S. Geological Survey.   Mink Bayou Quadrangle. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1935.	Smith, Glenn S. (Glenn Shepard)	Lafourche Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-24	2010-11-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/99	99	136.jp2	/p15140coll35/image/136.jp2
Mitchell Keys Quadrangle, LA, 1935	1935	Planimetric map of Mitchell Keys Quadrangle, St. Bernard Parish, LA, 1935.		TIF	U.S. Geological Survey.   Mitchell Keys Quadrangle. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1935.	Smith, Glenn S. (Glenn Shepard)	Saint Bernard Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-24	2010-11-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/100	100	137.jp2	/p15140coll35/image/137.jp2
Houma Quadrangle, S.E. Quarter, LA, 1932	1932	Planimetric map of Houma Quadrangle, S.E. Quarter, Lafourche and Terrebonne Parishes, LA, 1932.		TIF	U.S. Geological Survey.   Houma Quadrangle, S.E. Quarter. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1932.	Smith, Glenn S. (Glenn Shepard)	Lafourche Parish (La.)--Maps, Topographic, Terrebonne Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-24	2010-11-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/101	101	138.jp2	/p15140coll35/image/138.jp2
Morgan Harbor Quadrangle, LA, 1935	1935	Planimetric map of Morgan Harbor Quadrangle, St. Bernard Parish, LA, 1935.		TIF	U.S. Geological Survey.   Morgan Harbor Quadrangle. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1935.	Smith, Glenn S. (Glenn Shepard)	Saint Bernard Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-24	2010-11-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/102	102	139.jp2	/p15140coll35/image/139.jp2
Montegut Quadrangle, LA, 1935	1935	Planimetric map of Montegut Quadrangle, Terrebonne Parish, LA, 1935.		TIF	U.S. Geological Survey.   Montegut Quadrangle. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1935.	Smith, Glenn S. (Glenn Shepard)	Terrebonne Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-24	2010-11-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/103	103	140.jp2	/p15140coll35/image/140.jp2
Morse Quadrangle, LA, 1933	1933	Planimetric map of Morse Quadrangle, Acadia Parish, LA, 1933.		TIF	U.S. Geological Survey.   Morse Quadrangle. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1933.	Smith, Glenn S. (Glenn Shepard)	Smith, Glenn S. (Glenn Shepard), Acadia Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-24	2010-11-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/104	104	141.jp2	/p15140coll35/image/141.jp2
Houma Quadrangle, S.W. Quarter, LA, 1932	1932	Planimetric map of Houma Quadrangle, S.W. Quarter, Lafourche and Terrebonne Parishes, LA, 1932.		TIF	U.S. Geological Survey.   Houma Quadrangle, S.W. Quarter. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1932.	Smith, Glenn S. (Glenn Shepard)	Lafourche Parish (La.)--Maps, Topographic, Terrebonne Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-24	2010-11-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/105	105	142.jp2	/p15140coll35/image/142.jp2
Moss Lake Quadrangle, LA, 1932	1932	Planimetric map of Moss Lake Quadrangle, Calcasieu Parish, LA, 1932.		TIF	U.S. Geological Survey.   Moss Lake Quadrangle. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1935.	Smith, Glenn S. (Glenn Shepard)	Smith, Glenn S. (Glenn Shepard), Calcasieu Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-24	2010-11-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/106	106	143.jp2	/p15140coll35/image/143.jp2
Mudpan Bayou Quadrangle, LA, 1935	1935	Planimetric map of Mudpan Bayou Quadrangle, Plaquemines Parish, LA, 1935.		TIF	U.S. Geological Survey.   Mudpan Bayou Quadrangle. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1935.	Smith, Glenn S. (Glenn Shepard)	Plaquemines Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-24	2010-11-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/107	107	144.jp2	/p15140coll35/image/144.jp2
Myrtle Grove Quadrangle, LA, 1935	1935	Planimetric map of Myrtle Grove Quadrangle, Plaquemines Parish, LA, 1935.		TIF	U.S. Geological Survey.   Myrtle Grove. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1935.	Smith, Glenn S. (Glenn Shepard)	Plaquemines Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-24	2010-11-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/108	108	145.jp2	/p15140coll35/image/145.jp2
New Orleans East Quadrangle, LA, 1939	1939	Planimetric map of New Orleans East Quadrangle, St. Bernard, Jefferson and Orleans Parishes, LA, 1939.		TIF	U.S. Geological Survey.   New Orleans East Quadrangle. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1939.	Baird, W.E., Schultz, J.T.	Saint Bernard Parish (La.)--Maps, Topographic, Jefferson Parish (La.)--Maps, Topographic, Orleans Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-24	2010-11-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/109	109	146.jp2	/p15140coll35/image/146.jp2
Indian Beach Quadrangle, LA, 1938	1938	Planimetric map of Indian Beach Quadrangle, Jefferson Parish, LA, 1938.		TIF	U.S. Geological Survey.   Indian Beach Quadrangle. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1938.	Law, J.A.	Jefferson Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-24	2010-11-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/110	110	147.jp2	/p15140coll35/image/147.jp2
New Orleans Quadrangle, S.E. Quarter, LA, 1932	1932	Planimetric map of New Orleans Quadrangle, S.E. Quarter, LA, 1932.		TIF	U.S. Geological Survey.   New Orleans Quadrangle, S.E. Quarter. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1932.	Smith, Glenn S. (Glenn Shepard)	Plaquemines Parish (La.)--Maps, Topographic, Jefferson Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-24	2010-11-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/111	111	148.jp2	/p15140coll35/image/148.jp2
New Orleans West Quadrangle, LA, 1938	1938	Planimetric map of New Orleans West Quadrangle, Jefferson Parish, LA, 1938.		TIF	U.S. Geological Survey.   New Orleans West Quadrangle. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1938.	Reineck, R. H., Plushnick, A.W., Baird, W.E.	Jefferson Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-24	2010-11-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/112	112	149.jp2	/p15140coll35/image/149.jp2
