Title	Compound	Photographer	Notes	Biographical Information	Description	Type	Date	Original Format/Size	Subject(s)	Geographic Focus	Collection Name	Box	Folder	Series	Sub-series	Digital Format	Digital Reproduction Information	Repository	Dates	Item Number	Related Items	Restrictions	Cataloger	Contact and Ordering Information	Cataloged date	Item URL	OCR	Cite As	Collection URL	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	Full resolution	CONTENTdm file path
Front											LSU Photograph Collection, 1886-1926						Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000	Louisiana State University Libraries, Special Collections						To inquire about ordering copies of these images, email lsudiglib@lsu.edu See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Include the "Item URL" in your request.		See 'reference url' on the navigation bars.		LSU Photograph Collection, 1886-1926, Louisiana State University Archives, LSU Libraries, Baton Rouge, LA.	http://www.lib.lsu.edu/special/archives/digital		2008-12-17	2008-12-17	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/2598	2598	2882.jp2	Volume156\a50000154_Front.jpg	/LSU_UAP/image/2882.jp2
Back											LSU Photograph Collection, 1886-1926						Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000	Louisiana State University Libraries, Special Collections						To inquire about ordering copies of these images, email lsudiglib@lsu.edu See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Include the "Item URL" in your request.		See 'reference url' on the navigation bars.		LSU Photograph Collection, 1886-1926, Louisiana State University Archives, LSU Libraries, Baton Rouge, LA.	http://www.lib.lsu.edu/special/archives/digital		2008-12-17	2008-12-17	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/2599	2599	2883.jp2	Volume156\a50000154v_Back.jpg	/LSU_UAP/image/2883.jp2
A. G. Barnard of Franklin, St. Mary. 1873-74 Louisiana	1	unknown	On back- A. G. Barnard of Franklin, St. Mary. 1873-74 Louisiana.				1873	Albumen prints; 2.50in x 4.00in (CDV studio card)	Louisiana State University (Baton Rouge, La.)--Students--Photographs.; Barnard, A. G.--Photographs.; Lytle, Andrew D., 1834-1917.		LSU Photograph Collection, 1886-1926	10	none	Class & Student Portraits				Louisiana State University Libraries, Special Collections		a50000154				To inquire about ordering copies of these images, email lsudiglib@lsu.edu See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Include the "Item URL" in your request.		See 'reference url' on the navigation bars.		LSU Photograph Collection, 1886-1926, Louisiana State University Archives, LSU Libraries, Baton Rouge, LA.	http://www.lib.lsu.edu/special/archives/digital		2008-12-17	2009-01-12	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/2600	2600	2884.cpd		/LSU_UAP/image/2884.cpd
Front											LSU Photograph Collection, 1886-1926						Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000	Louisiana State University Libraries, Special Collections						To inquire about ordering copies of these images, email lsudiglib@lsu.edu See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Include the "Item URL" in your request.		See 'reference url' on the navigation bars.		LSU Photograph Collection, 1886-1926, Louisiana State University Archives, LSU Libraries, Baton Rouge, LA.	http://www.lib.lsu.edu/special/archives/digital		2008-12-17	2008-12-17	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/2601	2601	2885.jp2	Volume156\a50000381_Front.jpg	/LSU_UAP/image/2885.jp2
Back											LSU Photograph Collection, 1886-1926						Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000	Louisiana State University Libraries, Special Collections						To inquire about ordering copies of these images, email lsudiglib@lsu.edu See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Include the "Item URL" in your request.		See 'reference url' on the navigation bars.		LSU Photograph Collection, 1886-1926, Louisiana State University Archives, LSU Libraries, Baton Rouge, LA.	http://www.lib.lsu.edu/special/archives/digital		2008-12-17	2008-12-17	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/2602	2602	2886.jp2	Volume156\a50000381v_Back.jpg	/LSU_UAP/image/2886.jp2
Junior Ag'l - Picking Cotton at Exp't Station - Variety Cotton	1	unknown	On verso- Jordan Brent, J. G. Lee, Tom Paulson, Rivero, Albert Feet, Thos. Flynn.  Many students gathered in cotton field picking cotton. Three full bags of cotton lie on the ground at the end of the rows.				unknown				LSU Photograph Collection, 1886-1926	2	8	Audubon Sugar School	Cotton & Tobacco then Fertilizer Plots			Louisiana State University Libraries, Special Collections		a50000381				To inquire about ordering copies of these images, email lsudiglib@lsu.edu See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Include the "Item URL" in your request.		See 'reference url' on the navigation bars.		LSU Photograph Collection, 1886-1926, Louisiana State University Archives, LSU Libraries, Baton Rouge, LA.	http://www.lib.lsu.edu/special/archives/digital		2008-12-17	2008-12-17	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/2603	2603	2887.cpd		/LSU_UAP/image/2887.cpd
Front											LSU Photograph Collection, 1886-1926						Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000	Louisiana State University Libraries, Special Collections						To inquire about ordering copies of these images, email lsudiglib@lsu.edu See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Include the "Item URL" in your request.		See 'reference url' on the navigation bars.		LSU Photograph Collection, 1886-1926, Louisiana State University Archives, LSU Libraries, Baton Rouge, LA.	http://www.lib.lsu.edu/special/archives/digital		2008-12-17	2008-12-17	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/2604	2604	2888.jp2	Volume156\a50000254_Front.jpg	/LSU_UAP/image/2888.jp2
Back											LSU Photograph Collection, 1886-1926						Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000	Louisiana State University Libraries, Special Collections						To inquire about ordering copies of these images, email lsudiglib@lsu.edu See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Include the "Item URL" in your request.		See 'reference url' on the navigation bars.		LSU Photograph Collection, 1886-1926, Louisiana State University Archives, LSU Libraries, Baton Rouge, LA.	http://www.lib.lsu.edu/special/archives/digital		2008-12-17	2008-12-17	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/2605	2605	2889.jp2	Volume156\a50000254v_Back.jpg	/LSU_UAP/image/2889.jp2
Botany Class, Dr. Dodson, 1907	1	uknown	Group photograph of students sitting under a tree. Handwritte on back- Botany Class, Dr. Dodson, 1907.				1907	Gelatin silver prints; 6.75in x 4.50in	Classes (Groups of students)--Louisiana--Baton Rouge--Photographs.; Botany--Study and teaching (Higher)--Louisiana--Baton Rouge--Photographs.; Dodson, W. R. (William Rufus), 1867- --Photographs.		LSU Photograph Collection, 1886-1926	11		Colleges & Departments	Botany & Bacteriological Lab			Louisiana State University Libraries, Special Collections		a50000254				To inquire about ordering copies of these images, email lsudiglib@lsu.edu See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Include the "Item URL" in your request.		See 'reference url' on the navigation bars.		LSU Photograph Collection, 1886-1926, Louisiana State University Archives, LSU Libraries, Baton Rouge, LA.	http://www.lib.lsu.edu/special/archives/digital		2008-12-17	2009-01-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/2606	2606	2890.cpd		/LSU_UAP/image/2890.cpd
Front											LSU Photograph Collection, 1886-1926						Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000	Louisiana State University Libraries, Special Collections						To inquire about ordering copies of these images, email lsudiglib@lsu.edu See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Include the "Item URL" in your request.		See 'reference url' on the navigation bars.		LSU Photograph Collection, 1886-1926, Louisiana State University Archives, LSU Libraries, Baton Rouge, LA.	http://www.lib.lsu.edu/special/archives/digital		2008-12-17	2008-12-17	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/2607	2607	2891.jp2	Volume156\a50000351_Front.jpg	/LSU_UAP/image/2891.jp2
Back											LSU Photograph Collection, 1886-1926						Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000	Louisiana State University Libraries, Special Collections						To inquire about ordering copies of these images, email lsudiglib@lsu.edu See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Include the "Item URL" in your request.		See 'reference url' on the navigation bars.		LSU Photograph Collection, 1886-1926, Louisiana State University Archives, LSU Libraries, Baton Rouge, LA.	http://www.lib.lsu.edu/special/archives/digital		2008-12-17	2008-12-17	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/2608	2608	2892.jp2	Volume156\a50000351v_Back.jpg	/LSU_UAP/image/2892.jp2
View of Equipment in Audubon Sugar School Engineering Laboratory	1	unknown	Machinery, piping, and belts reaching from equipment to ceiling shown. Audubon Sugar School is a branch of Louisiana State University.				n.d.				LSU Photograph Collection, 1886-1926	2	2	Audubon Sugar School				Louisiana State University Libraries, Special Collections		a50000351				To inquire about ordering copies of these images, email lsudiglib@lsu.edu See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Include the "Item URL" in your request.		See 'reference url' on the navigation bars.		LSU Photograph Collection, 1886-1926, Louisiana State University Archives, LSU Libraries, Baton Rouge, LA.	http://www.lib.lsu.edu/special/archives/digital		2008-12-17	2008-12-17	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/2609	2609	2893.cpd		/LSU_UAP/image/2893.cpd
Front											LSU Photograph Collection, 1886-1926						Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000	Louisiana State University Libraries, Special Collections						To inquire about ordering copies of these images, email lsudiglib@lsu.edu See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Include the "Item URL" in your request.		See 'reference url' on the navigation bars.		LSU Photograph Collection, 1886-1926, Louisiana State University Archives, LSU Libraries, Baton Rouge, LA.	http://www.lib.lsu.edu/special/archives/digital		2008-12-17	2008-12-17	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/2610	2610	2894.jp2	Volume156\a50000368_Front.jpg	/LSU_UAP/image/2894.jp2
Back											LSU Photograph Collection, 1886-1926						Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000	Louisiana State University Libraries, Special Collections						To inquire about ordering copies of these images, email lsudiglib@lsu.edu See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Include the "Item URL" in your request.		See 'reference url' on the navigation bars.		LSU Photograph Collection, 1886-1926, Louisiana State University Archives, LSU Libraries, Baton Rouge, LA.	http://www.lib.lsu.edu/special/archives/digital		2008-12-17	2008-12-17	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/2611	2611	2895.jp2	Volume156\a50000368v_Back.jpg	/LSU_UAP/image/2895.jp2
In the field, Audubon Sugar School	1	unknown	Ten unidentified students in sugarcane field, each holding a stalk of cane. Handwritten on front-  In the field, Audubon Sugar School; Handwritten on back- Sugar students at work, Audubon Park. Nov. 1902.  Audubon Sugar School is a branch of Louisiana State University.				n.d.	Gelatin silver prints; 4.00in x 3.00in	Sugar Experiment Station (La.)--Photographs.; Audubon Sugar School--Photographs.; Sugarcane--Research--Louisiana--New Orleans--Photographs.; Louisiana State University and Agricultural and Mechanical College--Students--Photographs.		LSU Photograph Collection, 1886-1926	2	5	Audubon Sugar School				Louisiana State University Libraries, Special Collections		a50000368				To inquire about ordering copies of these images, email lsudiglib@lsu.edu See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Include the "Item URL" in your request.		See 'reference url' on the navigation bars.		LSU Photograph Collection, 1886-1926, Louisiana State University Archives, LSU Libraries, Baton Rouge, LA.	http://www.lib.lsu.edu/special/archives/digital		2008-12-17	2009-01-12	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/2612	2612	2896.cpd		/LSU_UAP/image/2896.cpd
Front											LSU Photograph Collection, 1886-1926						Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000	Louisiana State University Libraries, Special Collections						To inquire about ordering copies of these images, email lsudiglib@lsu.edu See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Include the "Item URL" in your request.		See 'reference url' on the navigation bars.		LSU Photograph Collection, 1886-1926, Louisiana State University Archives, LSU Libraries, Baton Rouge, LA.	http://www.lib.lsu.edu/special/archives/digital		2009-01-08	2009-01-08	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/2613	2613	2897.jpg		/LSU_UAP/image/2897.jpg
