Title	Postmark Date	Physical Description	Description/Notes	Geographic Location	Subjects	Publication Information	Digital Collection	Repository	Repository collection guide	Call Number/Shelving Location	Cite as	Restrictions	Contact and Ordering Information	Digital Reproduction Information	Item URL	Collection URL	Biographical note	Summary	Language	Type	Repository collection	Item number	Format	Relation	Coverage-Temporal	Cataloger	Cataloged Date	Hardware/Software (Archival)	Digitized By	Digitized Date	Transcription	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
4483Unidentified003v															See 'reference url' on the navigation bar																		2013-02-04	2013-02-04	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1852	1852	1853.jpg	/p16313coll10/image/1853.jpg
Storm debris on beach	1907? - 1918?	Postcard : b&w ; 3 x 5 in.		Bay St. Louis, Ms.?	Picture postcards.; Photographic prints.	AZO Real Photo Postcard Manufacturer	LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)		Range: 11:4	Mississippi and Louisiana Postcard Collection, Mss. 4483, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-02-04	2013-02-04	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1853	1853	1854.cpd	/p16313coll10/image/1854.cpd
4483Unidentified004r															See 'reference url' on the navigation bar																		2013-02-04	2013-02-04	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1854	1854	1855.jpg	/p16313coll10/image/1855.jpg
4483Unidentified004v															See 'reference url' on the navigation bar																		2013-02-04	2013-02-04	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1855	1855	1856.jpg	/p16313coll10/image/1856.jpg
Storm damage to beachfront	1907? - 1918?	Postcard : b&w ; 3 x 5 in.		Bay St. Louis, Ms.?	Picture postcards.; Photographic prints.	AZO Real Photo Postcard Manufacturer	LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)		Range: 11:4	Mississippi and Louisiana Postcard Collection, Mss. 4483, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-02-04	2013-02-04	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1856	1856	1857.cpd	/p16313coll10/image/1857.cpd
4483BayStLouis005r															See 'reference url' on the navigation bar																		2013-02-04	2013-02-04	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1857	1857	1858.jpg	/p16313coll10/image/1858.jpg
4483BayStLouis005v															See 'reference url' on the navigation bar																		2013-02-04	2013-02-04	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1858	1858	1859.jpg	/p16313coll10/image/1859.jpg
Osoinachs Opera House, Bay St. Louis, Miss. 1	1907?	Postcard : b&w ; 3 x 5 in.		Bay St. Louis, Ms.	Picture postcards.; Photographic prints.	Adolph Selige Pub. Co., St. Louis, Mo.	LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)		Range: 11:4	Mississippi and Louisiana Postcard Collection, Mss. 4483, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-02-04	2013-02-04	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1859	1859	1860.cpd	/p16313coll10/image/1860.cpd
4483BayStLouis006r															See 'reference url' on the navigation bar																		2013-02-04	2013-02-04	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1860	1860	1861.jpg	/p16313coll10/image/1861.jpg
4483BayStLouis006v															See 'reference url' on the navigation bar																		2013-02-04	2013-02-04	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1861	1861	1862.jpg	/p16313coll10/image/1862.jpg
Osoinachs Opera House, Bay St. Louis, Miss. 2	1907?	Postcard : b&w ; 3 x 5 in.		Bay St. Louis, Ms.	Picture postcards.; Photographic prints.	Adolph Selige Pub. Co., St. Louis, Mo.	LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)		Range: 11:4	Mississippi and Louisiana Postcard Collection, Mss. 4483, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-02-04	2013-02-04	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1862	1862	1863.cpd	/p16313coll10/image/1863.cpd
4483Unidentified005r															See 'reference url' on the navigation bar																		2013-02-04	2013-02-04	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1863	1863	1864.jpg	/p16313coll10/image/1864.jpg
4483Unidentified005v															See 'reference url' on the navigation bar																		2013-02-04	2013-02-04	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1864	1864	1865.jpg	/p16313coll10/image/1865.jpg
Submerged boat	1907? - 1918?	Postcard : b&w ; 3 x 5 in.		Bay St. Louis, Ms.?	Picture postcards.; Photographic prints.	AZO Real Photo Postcard Manufacturer	LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)		Range: 11:4	Mississippi and Louisiana Postcard Collection, Mss. 4483, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-02-04	2013-02-04	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1865	1865	1866.cpd	/p16313coll10/image/1866.cpd
4483Gulfport001r															See 'reference url' on the navigation bar																		2013-02-04	2013-02-04	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1866	1866	1867.jpg	/p16313coll10/image/1867.jpg
4483Gulfport001v															See 'reference url' on the navigation bar																		2013-02-04	2013-02-04	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1867	1867	1868.jpg	/p16313coll10/image/1868.jpg
Storm damage to harbor	1907? - 1918?	Postcard : b&w ; 3 x 5 in.		Bay St. Louis, Ms.?	Picture postcards.; Photographic prints.		LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)		Range: 11:4	Mississippi and Louisiana Postcard Collection, Mss. 4483, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-02-04	2013-02-04	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1868	1868	1869.cpd	/p16313coll10/image/1869.cpd
4483Unidentified006r															See 'reference url' on the navigation bar																		2013-02-04	2013-02-04	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1869	1869	1870.jpg	/p16313coll10/image/1870.jpg
4483Unidentified006v															See 'reference url' on the navigation bar																		2013-02-04	2013-02-04	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1870	1870	1871.jpg	/p16313coll10/image/1871.jpg
Football team	1907? - 1918?	Postcard : b&w ; 3 x 5 in.		Bay St. Louis, Ms.	Picture postcards.; Photographic prints.	AZO Real Photo Postcard Manufacturer; R.J. Mills, Bay St. Louis, Studo.	LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)		Range: 11:4	Mississippi and Louisiana Postcard Collection, Mss. 4483, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-02-04	2013-02-04	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1871	1871	1872.cpd	/p16313coll10/image/1872.cpd
4483BayStLouis007r															See 'reference url' on the navigation bar																		2013-02-04	2013-02-04	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1872	1872	1873.jpg	/p16313coll10/image/1873.jpg
4483BayStLouis007v															See 'reference url' on the navigation bar																		2013-02-04	2013-02-04	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1873	1873	1874.jpg	/p16313coll10/image/1874.jpg
Greetings from Bay St. Louis, Miss. 1	1907? - 1914?	Postcard : color ; 3 x 5 in.	Captions on front: 'Methodist Church'; 'County Seat'; 'Nicholson's Mansion'; 'Public School'; 'The New Church & St. Joseph Academy'	Bay St. Louis, Ms.	Picture postcards.; Photographic prints.	PCK Series, Paul C. Koeber Co., New York; Printed in Germany.	LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)		Range: 11:4	Mississippi and Louisiana Postcard Collection, Mss. 4483, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-02-04	2013-02-04	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1874	1874	1875.cpd	/p16313coll10/image/1875.cpd
4483BayStLouis008r															See 'reference url' on the navigation bar																		2013-02-04	2013-02-04	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1875	1875	1876.jpg	/p16313coll10/image/1876.jpg
4483BayStLouis008v															See 'reference url' on the navigation bar																		2013-02-04	2013-02-04	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1876	1876	1877.jpg	/p16313coll10/image/1877.jpg
A View of the Beach, looking North, showing New Concrete Sea Wall, Bay St. Louis, Miss. 1	1913?	Postcard : color ; 3 x 5 in.		Bay St. Louis, Ms.	Picture postcards.; Photographic prints.	C.T. Photochrom, Curt Teich Co., Chicago.	LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)		Range: 11:4	Mississippi and Louisiana Postcard Collection, Mss. 4483, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-02-04	2013-02-04	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1877	1877	1878.cpd	/p16313coll10/image/1878.cpd
4483BayStLouis009r															See 'reference url' on the navigation bar																		2013-02-04	2013-02-04	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1878	1878	1879.jpg	/p16313coll10/image/1879.jpg
4483BayStLouis009v															See 'reference url' on the navigation bar																		2013-02-04	2013-02-04	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1879	1879	1880.jpg	/p16313coll10/image/1880.jpg
Greetings from Bay St. Louis, Miss. 2	1930	Postcard : b&w ; 3 x 5 in.		Bay St. Louis, Ms.	Picture postcards.; Photographic prints.	Made in U.S.A.; Photo Brown Scenes.	LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)		Range: 11:4	Mississippi and Louisiana Postcard Collection, Mss. 4483, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-02-04	2013-02-04	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1880	1880	1881.cpd	/p16313coll10/image/1881.cpd
4483BayStLouis010r															See 'reference url' on the navigation bar																		2013-02-04	2013-02-04	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1881	1881	1882.jpg	/p16313coll10/image/1882.jpg
