Title	Creator	Date	Subject(s)	Physical Description	Notes	Repository	Repository Collection Guide	Call Number/Location	Cite as	Restrictions	Publisher	Type	Format	Digital Collection	Language	Contact and Ordering Information	Item URL	Object File Name	Contributors	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Arbour Album Page 2						Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)				Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.				Mardi Gras Mambo: Selections from LSU Libraries Special Collections		E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html.  Mention the “Item number” or “Item URL” in your request.	See ‘reference url’ on the navigation bar.				2012-02-16	2012-02-16	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll17/id/102	102	103.jp2	/p15140coll17/image/103.jp2
Arbour Album Page 2 Detail 1						Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)				Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.				Mardi Gras Mambo: Selections from LSU Libraries Special Collections		E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html.  Mention the “Item number” or “Item URL” in your request.	See ‘reference url’ on the navigation bar.				2012-02-16	2012-02-16	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll17/id/103	103	104.jp2	/p15140coll17/image/104.jp2
Arbour Album Page 2 Detail 2						Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)				Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.				Mardi Gras Mambo: Selections from LSU Libraries Special Collections		E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html.  Mention the “Item number” or “Item URL” in your request.	See ‘reference url’ on the navigation bar.				2012-02-16	2012-02-16	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll17/id/104	104	105.jp2	/p15140coll17/image/105.jp2
Arbour Album Page 2 Detail 3						Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)				Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.				Mardi Gras Mambo: Selections from LSU Libraries Special Collections		E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html.  Mention the “Item number” or “Item URL” in your request.	See ‘reference url’ on the navigation bar.				2012-02-16	2012-02-16	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll17/id/105	105	106.jp2	/p15140coll17/image/106.jp2
Arbour Album Page 2 Detail 4						Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)				Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.				Mardi Gras Mambo: Selections from LSU Libraries Special Collections		E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html.  Mention the “Item number” or “Item URL” in your request.	See ‘reference url’ on the navigation bar.				2012-02-16	2012-02-16	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll17/id/106	106	107.jp2	/p15140coll17/image/107.jp2
Arbour Album Page 2 Detail 5						Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)				Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.				Mardi Gras Mambo: Selections from LSU Libraries Special Collections		E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html.  Mention the “Item number” or “Item URL” in your request.	See ‘reference url’ on the navigation bar.				2012-02-16	2012-02-16	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll17/id/107	107	108.jp2	/p15140coll17/image/108.jp2
Arbour Album Page 2 Detail 6						Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)				Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.				Mardi Gras Mambo: Selections from LSU Libraries Special Collections		E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html.  Mention the “Item number” or “Item URL” in your request.	See ‘reference url’ on the navigation bar.				2012-02-16	2012-02-16	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll17/id/108	108	109.jp2	/p15140coll17/image/109.jp2
Arbour Album Page 2 Detail 7						Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)				Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.				Mardi Gras Mambo: Selections from LSU Libraries Special Collections		E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html.  Mention the “Item number” or “Item URL” in your request.	See ‘reference url’ on the navigation bar.				2012-02-16	2012-02-16	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll17/id/109	109	110.jp2	/p15140coll17/image/110.jp2
Arbour Album Page 2 Detail 8						Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)				Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.				Mardi Gras Mambo: Selections from LSU Libraries Special Collections		E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html.  Mention the “Item number” or “Item URL” in your request.	See ‘reference url’ on the navigation bar.				2012-02-16	2012-02-16	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll17/id/110	110	111.jp2	/p15140coll17/image/111.jp2
Sidney Arbour, Jr. New Orleans Mardi Gras album pages, 1935.	Arbour, Sidney Vincent, 1914-2011.	1935	New Orleans (La.)--Social life and customs.; New Orleans (La.)--Photographs.; Carnival--Louisiana--New Orleans.	Photograph album : b&w ; 8.5 x 11 in.	Selected pages from a larger album kept by Sidney Arbour, Jr. depict New Orleans during Mardi Gras, specifically the Rex Parade, Canal Street, and crowds.  Many provide a birds eye view of the festivities. Sidney Vincent Arbour, Jr., a prominent resident of Baton Rouge, La., was born Jan. 7, 1914.  He attended Catholic High in Baton Rouge, St. Stanislaus in Bay St. Louis, and Louisiana State University.   A veteran of World War II, he worked at Standard Oil in Baton Rouge as a reseacher and also developed real estate.	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/5075.pdf	X:31 box 7	Sidney V. Arbour Family Papers, Mss. 5075, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.				Mardi Gras Mambo: Selections from LSU Libraries Special Collections		E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html.  Mention the “Item number” or “Item URL” in your request.	See ‘reference url’ on the navigation bar.				2012-02-16	2012-02-16	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll17/id/111	111	112.cpd	/p15140coll17/image/112.cpd
Dance Card Front						Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)				Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.				Mardi Gras Mambo: Selections from LSU Libraries Special Collections		E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html.  Mention the “Item number” or “Item URL” in your request.	See ‘reference url’ on the navigation bar.				2012-02-16	2012-02-16	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll17/id/112	112	113.jp2	/p15140coll17/image/113.jp2
Dance Card Page 1						Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)				Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.				Mardi Gras Mambo: Selections from LSU Libraries Special Collections		E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html.  Mention the “Item number” or “Item URL” in your request.	See ‘reference url’ on the navigation bar.				2012-02-16	2012-02-16	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll17/id/113	113	114.jp2	/p15140coll17/image/114.jp2
