Title	Lingustic Category	Author	Author's Gender	Author's Occupation	Author's Social Class	Author's Place of Birth	Writing Location	Date	Addressee	Addressee's Location	Document Type	Notes	Extent (Pages)	Subject	Language	Repository	Repository Collection	Repository Collection Guide	Shelf Location	Cite As	Restrictions	Digital Collection	Contact and Ordering Information	Item URL	Transcription	Related Collections	Item Number	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Flower and Finley letter, 1818 Mar. 14	Irish/Scots.	Flower & Finley.	M	Merchant Company	middle		New Orleans (La.)	1818-03-14	Pirrie, James, 1769-1824.	Saint Francisville (La.)	business	quality of cotton	1	Cotton trade--Louisiana.	en	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	James Pirrie papers, 1803-ca. 1830.		UU:104, Box 1, Folder 1:5	James Pirrie Papers, Mss. 1382, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Louisiana Early English Corpus	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the Item number or Item URL in your request.	See 'reference url' on the navigation bars.	See transcription link on the left navigation bar.	Early Louisiana French Correspondence (http://www.lib.lsu.edu/special/cffs/) and Lettres de Louisiane (http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6)			2011-11-01	2011-11-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/263	263	264.cpd	/p15140coll41/image/264.cpd
Page 1																								See 'reference url' on the navigation bars.					2011-01-06	2011-01-06	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/264	264	265.jp2	/p15140coll41/image/265.jp2
Page 2																								See 'reference url' on the navigation bars.					2011-01-06	2011-01-06	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/265	265	266.jp2	/p15140coll41/image/266.jp2
Page 3																								See 'reference url' on the navigation bars.					2011-01-06	2011-01-06	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/266	266	267.jp2	/p15140coll41/image/267.jp2
Page 4																								See 'reference url' on the navigation bars.					2011-01-06	2011-01-06	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/267	267	268.jp2	/p15140coll41/image/268.jp2
000505281861ta_Transcription Page 1																								See 'reference url' on the navigation bars.					2011-01-06	2011-01-06	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/268	268	269.pdf	/p15140coll41/image/269.pdf
000505281861tb_Transcription Page 2																								See 'reference url' on the navigation bars.					2011-01-06	2011-01-06	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/269	269	270.pdf	/p15140coll41/image/270.pdf
000505281861tc_Transcription Page 3																								See 'reference url' on the navigation bars.					2011-01-06	2011-01-06	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/270	270	271.pdf	/p15140coll41/image/271.pdf
000505281861td_Transcription Page 4																								See 'reference url' on the navigation bars.					2011-01-06	2011-01-06	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/271	271	272.pdf	/p15140coll41/image/272.pdf
Francis F. Palms letter, 1861 May 28	White French.	Palms, Francis F.	M	Soldier	middle (?)	USA	New Orleans (La.)	1861-05-28	Lauzin, Henrietta.	Baton Rouge (La.)	personal	news	4	Louisiana--History--Civil War, 1861-1865.	en	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Gras-Lauzin family papers, 1783-1917 (bulk 1783-1866).		U:152, Folder 2:11	Gras-Lauzin Family Papers, Mss. 5, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Louisiana Early English Corpus	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the Item number or Item URL in your request.	See 'reference url' on the navigation bars.	See transcription link on the left navigation bar.	Early Louisiana French Correspondence (http://www.lib.lsu.edu/special/cffs/) and Lettres de Louisiane (http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6)			2011-11-01	2011-11-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/272	272	273.cpd	/p15140coll41/image/273.cpd
Page 1																								See 'reference url' on the navigation bars.					2011-01-06	2011-01-06	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/273	273	274.jp2	/p15140coll41/image/274.jp2
Page 2																								See 'reference url' on the navigation bars.					2011-01-06	2011-01-06	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/274	274	275.jp2	/p15140coll41/image/275.jp2
Page 3																								See 'reference url' on the navigation bars.					2011-01-06	2011-01-06	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/275	275	276.jp2	/p15140coll41/image/276.jp2
Page 4																								See 'reference url' on the navigation bars.					2011-01-06	2011-01-06	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/276	276	277.jp2	/p15140coll41/image/277.jp2
Page 5																								See 'reference url' on the navigation bars.					2011-01-06	2011-01-06	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/277	277	278.jp2	/p15140coll41/image/278.jp2
Page 6																								See 'reference url' on the navigation bars.					2011-01-06	2011-01-06	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/278	278	279.jp2	/p15140coll41/image/279.jp2
000512151864ta_Transcription Page 1																								See 'reference url' on the navigation bars.					2011-01-06	2011-01-06	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/279	279	280.pdf	/p15140coll41/image/280.pdf
000512151864tb_Transcription Page 2																								See 'reference url' on the navigation bars.					2011-01-06	2011-01-06	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/280	280	281.pdf	/p15140coll41/image/281.pdf
000512151864tc_Transcription Page 3																								See 'reference url' on the navigation bars.					2011-01-06	2011-01-06	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/281	281	282.pdf	/p15140coll41/image/282.pdf
Francis F. Palms letter, 1864 Dec. 15	White French.	Palms, Francis F.	M	Soldier	middle (?)	USA	Camp Stafford (La.)	1864-12-15	Lauzin, Henrietta.	Baton Rouge (La.)	personal	news of war	2	Louisiana--History--Civil War, 1861-1865.	en, fr	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Gras-Lauzin family papers, 1783-1917 (bulk 1783-1866).		U:152, Folder 2:12	Gras-Lauzin Family Papers, Mss. 5, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Louisiana Early English Corpus	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the Item number or Item URL in your request.	See 'reference url' on the navigation bars.	See transcription link on the left navigation bar.	Early Louisiana French Correspondence (http://www.lib.lsu.edu/special/cffs/) and Lettres de Louisiane (http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6)			2011-11-01	2011-11-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/282	282	283.cpd	/p15140coll41/image/283.cpd
Page 1																								See 'reference url' on the navigation bars.					2011-01-06	2011-01-06	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/283	283	284.jp2	/p15140coll41/image/284.jp2
Page 2																								See 'reference url' on the navigation bars.					2011-01-06	2011-01-06	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/284	284	285.jp2	/p15140coll41/image/285.jp2
Page 3																								See 'reference url' on the navigation bars.					2011-01-06	2011-01-06	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/285	285	286.jp2	/p15140coll41/image/286.jp2
Page 4																								See 'reference url' on the navigation bars.					2011-01-06	2011-01-06	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/286	286	287.jp2	/p15140coll41/image/287.jp2
000505131864ta_Transcription Page 1																								See 'reference url' on the navigation bars.					2011-01-06	2011-01-06	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/287	287	288.pdf	/p15140coll41/image/288.pdf
000505131864tb_Transcription Page 2																								See 'reference url' on the navigation bars.					2011-01-06	2011-01-06	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/288	288	289.pdf	/p15140coll41/image/289.pdf
000505131864tc_Transcription Page 3																								See 'reference url' on the navigation bars.					2011-01-06	2011-01-06	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/289	289	290.pdf	/p15140coll41/image/290.pdf
000505131864td_Transcription Page 4																								See 'reference url' on the navigation bars.					2011-01-06	2011-01-06	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/290	290	291.pdf	/p15140coll41/image/291.pdf
Francis F. Palms letter, 1864 May 13	White French.	Palms, Francis F.	M	Soldier	middle (?)	USA	New Orleans (La.)	1864-05-13	Lauzin, Henrietta.	Baton Rouge (La.)	personal	news as prisoner of war	4	Louisiana--History--Civil War, 1861-1865.	en, fr	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Gras-Lauzin family papers, 1783-1917 (bulk 1783-1866).		U:152, Folder 2:12	Gras-Lauzin Family Papers, Mss. 5, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Louisiana Early English Corpus	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the Item number or Item URL in your request.	See 'reference url' on the navigation bars.	See transcription link on the left navigation bar.	Early Louisiana French Correspondence (http://www.lib.lsu.edu/special/cffs/) and Lettres de Louisiane (http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6)			2011-11-01	2011-11-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/291	291	292.cpd	/p15140coll41/image/292.cpd
Page 1																								See 'reference url' on the navigation bars.					2011-01-06	2011-01-06	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/292	292	293.jp2	/p15140coll41/image/293.jp2
Page 2																								See 'reference url' on the navigation bars.					2011-01-06	2011-01-06	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/293	293	294.jp2	/p15140coll41/image/294.jp2
Page 3																								See 'reference url' on the navigation bars.					2011-01-06	2011-01-06	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/294	294	295.jp2	/p15140coll41/image/295.jp2
Page 4																								See 'reference url' on the navigation bars.					2011-01-06	2011-01-06	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/295	295	296.jp2	/p15140coll41/image/296.jp2
000503011865ta_Transcription Page 1																								See 'reference url' on the navigation bars.					2011-01-06	2011-01-06	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/296	296	297.pdf	/p15140coll41/image/297.pdf
000503011865ta_Transcription Page 5																								See 'reference url' on the navigation bars.					2011-01-06	2011-01-06	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/297	297	298.pdf	/p15140coll41/image/298.pdf
000503011865tb_Transcription Page 2																								See 'reference url' on the navigation bars.					2011-01-06	2011-01-06	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/298	298	299.pdf	/p15140coll41/image/299.pdf
000503011865tb_Transcription Page 6																								See 'reference url' on the navigation bars.					2011-01-06	2011-01-06	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/299	299	300.pdf	/p15140coll41/image/300.pdf
000503011865tc_Transcription Page 3																								See 'reference url' on the navigation bars.					2011-01-06	2011-01-06	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/300	300	301.pdf	/p15140coll41/image/301.pdf
000503011865tc_Transcription Page 7																								See 'reference url' on the navigation bars.					2011-01-06	2011-01-06	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/301	301	302.pdf	/p15140coll41/image/302.pdf
000503011865td_Transcription Page 4																								See 'reference url' on the navigation bars.					2011-01-06	2011-01-06	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/302	302	303.pdf	/p15140coll41/image/303.pdf
Francis F. Palms letter, 1865 Mar. 1	White French.	Palms, Francis F.	M	Soldier	middle (?)	USA	Williams (La.)	1865-03-01	Lauzin, Henrietta.	Baton Rouge (La.)	personal	news of war	4	Louisiana--History--Civil War, 1861-1865.	en, fr	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Gras-Lauzin family papers, 1783-1917 (bulk 1783-1866).		U:152, Folder 3:13	Gras-Lauzin Family Papers, Mss. 5, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Louisiana Early English Corpus	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the Item number or Item URL in your request.	See 'reference url' on the navigation bars.	See transcription link on the left navigation bar.	Early Louisiana French Correspondence (http://www.lib.lsu.edu/special/cffs/) and Lettres de Louisiane (http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6)			2011-11-01	2011-11-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/303	303	304.cpd	/p15140coll41/image/304.cpd
Page 1																								See 'reference url' on the navigation bars.					2011-01-06	2011-01-06	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/304	304	305.jp2	/p15140coll41/image/305.jp2
