Title	Volume	Issue	Author	Publication Date	Call Number	Subject	Publisher	Description	Copyright	Notes	Type	Format	Language	Relation	Coverage	Audience	File Name	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Louisiana Conservationist	1	No. 7	Department of Conservation, State of Louisiana	1949	SK 351 L62	Wildlife conservation--Louisiana--Periodicals.; Natural resources--Louisiana--Periodicals.; Wildlife conservation--Periodicals.; Conservation of natural resources--Louisiana--Periodicals.	New Orleans, La. : Dept. of Conservation	The Louisiana Conservationist magazine, published by the Louisiana Department of Wildlife and Fisheries, is dedicated to the conservation and restoration of Louisiana's natural resources. The first issue was published in 1923 and recent issues are available online via www.louisianaconservationist.org. Additional titles of the same magazine include: Louisiana Conservationist News, Louisiana Game Fur and Fish, and Louisiana Conservationist Review.	This document is in the public domain.	3/1/1949									2013-07-23	2013-07-23	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll45/id/149	149	150.pdf	/p16313coll45/image/150.pdf
Louisiana Conservationist	17	No. 5-6	Department of Conservation, State of Louisiana	1965	SK 351 L6	Wildlife conservation--Louisiana--Periodicals.; Natural resources--Louisiana--Periodicals.; Wildlife conservation--Periodicals.; Conservation of natural resources--Louisiana--Periodicals.	New Orleans, La. : Dept. of Conservation	The Louisiana Conservationist magazine, published by the Louisiana Department of Wildlife and Fisheries, is dedicated to the conservation and restoration of Louisiana's natural resources. The first issue was published in 1923 and recent issues are available online via www.louisianaconservationist.org. Additional titles of the same magazine include: Louisiana Conservationist News, Louisiana Game Fur and Fish, and Louisiana Conservationist Review.	This document is in the public domain.	5/1/1965 and 6/1/1965									2013-07-23	2013-07-23	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll45/id/150	150	151.pdf	/p16313coll45/image/151.pdf
Louisiana Conservationist	17	No. 7-8	Department of Conservation, State of Louisiana	1965	SK 351 L6	Wildlife conservation--Louisiana--Periodicals.; Natural resources--Louisiana--Periodicals.; Wildlife conservation--Periodicals.; Conservation of natural resources--Louisiana--Periodicals.	New Orleans, La. : Dept. of Conservation	The Louisiana Conservationist magazine, published by the Louisiana Department of Wildlife and Fisheries, is dedicated to the conservation and restoration of Louisiana's natural resources. The first issue was published in 1923 and recent issues are available online via www.louisianaconservationist.org. Additional titles of the same magazine include: Louisiana Conservationist News, Louisiana Game Fur and Fish, and Louisiana Conservationist Review.	This document is in the public domain.	7/1/1965 and 8/1/1965									2013-07-23	2013-07-23	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll45/id/151	151	152.pdf	/p16313coll45/image/152.pdf
Louisiana Conservationist	17	No. 9	Department of Conservation, State of Louisiana	1965	SK 351 L6	Wildlife conservation--Louisiana--Periodicals.; Natural resources--Louisiana--Periodicals.; Wildlife conservation--Periodicals.; Conservation of natural resources--Louisiana--Periodicals.	New Orleans, La. : Dept. of Conservation	The Louisiana Conservationist magazine, published by the Louisiana Department of Wildlife and Fisheries, is dedicated to the conservation and restoration of Louisiana's natural resources. The first issue was published in 1923 and recent issues are available online via www.louisianaconservationist.org. Additional titles of the same magazine include: Louisiana Conservationist News, Louisiana Game Fur and Fish, and Louisiana Conservationist Review.	This document is in the public domain.										2013-07-23	2013-07-23	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll45/id/152	152	153.pdf	/p16313coll45/image/153.pdf
Louisiana Conservationist	18	No. 1-2	Department of Conservation, State of Louisiana	1966	SK 351 L6	Wildlife conservation--Louisiana--Periodicals.; Natural resources--Louisiana--Periodicals.; Wildlife conservation--Periodicals.; Conservation of natural resources--Louisiana--Periodicals.	New Orleans, La. : Dept. of Conservation	The Louisiana Conservationist magazine, published by the Louisiana Department of Wildlife and Fisheries, is dedicated to the conservation and restoration of Louisiana's natural resources. The first issue was published in 1923 and recent issues are available online via www.louisianaconservationist.org. Additional titles of the same magazine include: Louisiana Conservationist News, Louisiana Game Fur and Fish, and Louisiana Conservationist Review.	This document is in the public domain.										2013-07-23	2013-07-23	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll45/id/153	153	154.pdf	/p16313coll45/image/154.pdf
Louisiana Conservationist	18	No. 3-4	Department of Conservation, State of Louisiana	1966	SK 351 L6	Wildlife conservation--Louisiana--Periodicals.; Natural resources--Louisiana--Periodicals.; Wildlife conservation--Periodicals.; Conservation of natural resources--Louisiana--Periodicals.	New Orleans, La. : Dept. of Conservation	The Louisiana Conservationist magazine, published by the Louisiana Department of Wildlife and Fisheries, is dedicated to the conservation and restoration of Louisiana's natural resources. The first issue was published in 1923 and recent issues are available online via www.louisianaconservationist.org. Additional titles of the same magazine include: Louisiana Conservationist News, Louisiana Game Fur and Fish, and Louisiana Conservationist Review.	This document is in the public domain.										2013-07-23	2013-07-23	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll45/id/154	154	155.pdf	/p16313coll45/image/155.pdf
Louisiana Conservationist	1	No. 8	Department of Conservation, State of Louisiana	1949	SK 351 L62	Wildlife conservation--Louisiana--Periodicals.; Natural resources--Louisiana--Periodicals.; Wildlife conservation--Periodicals.; Conservation of natural resources--Louisiana--Periodicals.	New Orleans, La. : Dept. of Conservation	The Louisiana Conservationist magazine, published by the Louisiana Department of Wildlife and Fisheries, is dedicated to the conservation and restoration of Louisiana's natural resources. The first issue was published in 1923 and recent issues are available online via www.louisianaconservationist.org. Additional titles of the same magazine include: Louisiana Conservationist News, Louisiana Game Fur and Fish, and Louisiana Conservationist Review.	This document is in the public domain.	4/1/1949									2013-07-23	2013-07-23	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll45/id/155	155	156.pdf	/p16313coll45/image/156.pdf
Louisiana Conservationist	18	No. 5-6	Department of Conservation, State of Louisiana	1966	SK 351 L6	Wildlife conservation--Louisiana--Periodicals.; Natural resources--Louisiana--Periodicals.; Wildlife conservation--Periodicals.; Conservation of natural resources--Louisiana--Periodicals.	New Orleans, La. : Dept. of Conservation	The Louisiana Conservationist magazine, published by the Louisiana Department of Wildlife and Fisheries, is dedicated to the conservation and restoration of Louisiana's natural resources. The first issue was published in 1923 and recent issues are available online via www.louisianaconservationist.org. Additional titles of the same magazine include: Louisiana Conservationist News, Louisiana Game Fur and Fish, and Louisiana Conservationist Review.	This document is in the public domain.										2013-07-23	2013-07-23	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll45/id/156	156	157.pdf	/p16313coll45/image/157.pdf
Louisiana Conservationist	18	No. 7-8	Department of Conservation, State of Louisiana	1966	SK 351 L6	Wildlife conservation--Louisiana--Periodicals.; Natural resources--Louisiana--Periodicals.; Wildlife conservation--Periodicals.; Conservation of natural resources--Louisiana--Periodicals.	New Orleans, La. : Dept. of Conservation	The Louisiana Conservationist magazine, published by the Louisiana Department of Wildlife and Fisheries, is dedicated to the conservation and restoration of Louisiana's natural resources. The first issue was published in 1923 and recent issues are available online via www.louisianaconservationist.org. Additional titles of the same magazine include: Louisiana Conservationist News, Louisiana Game Fur and Fish, and Louisiana Conservationist Review.	This document is in the public domain.										2013-07-23	2013-07-23	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll45/id/157	157	158.pdf	/p16313coll45/image/158.pdf
Louisiana Conservationist	18	No. 9-10	Department of Conservation, State of Louisiana	1966	SK 351 L6	Wildlife conservation--Louisiana--Periodicals.; Natural resources--Louisiana--Periodicals.; Wildlife conservation--Periodicals.; Conservation of natural resources--Louisiana--Periodicals.	New Orleans, La. : Dept. of Conservation	The Louisiana Conservationist magazine, published by the Louisiana Department of Wildlife and Fisheries, is dedicated to the conservation and restoration of Louisiana's natural resources. The first issue was published in 1923 and recent issues are available online via www.louisianaconservationist.org. Additional titles of the same magazine include: Louisiana Conservationist News, Louisiana Game Fur and Fish, and Louisiana Conservationist Review.	This document is in the public domain.										2013-07-23	2013-07-23	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll45/id/158	158	159.pdf	/p16313coll45/image/159.pdf
Louisiana Conservationist	1	No. 9-10	Department of Conservation, State of Louisiana	1949	SK 351 L62	Wildlife conservation--Louisiana--Periodicals.; Natural resources--Louisiana--Periodicals.; Wildlife conservation--Periodicals.; Conservation of natural resources--Louisiana--Periodicals.	New Orleans, La. : Dept. of Conservation	The Louisiana Conservationist magazine, published by the Louisiana Department of Wildlife and Fisheries, is dedicated to the conservation and restoration of Louisiana's natural resources. The first issue was published in 1923 and recent issues are available online via www.louisianaconservationist.org. Additional titles of the same magazine include: Louisiana Conservationist News, Louisiana Game Fur and Fish, and Louisiana Conservationist Review.	This document is in the public domain.	5/1/1949 and 6/1/1949									2013-07-23	2013-07-23	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll45/id/159	159	160.pdf	/p16313coll45/image/160.pdf
Louisiana Conservationist	19	No. 1-2	Department of Conservation, State of Louisiana	1967	SK 351 L6	Wildlife conservation--Louisiana--Periodicals.; Natural resources--Louisiana--Periodicals.; Wildlife conservation--Periodicals.; Conservation of natural resources--Louisiana--Periodicals.	New Orleans, La. : Dept. of Conservation	The Louisiana Conservationist magazine, published by the Louisiana Department of Wildlife and Fisheries, is dedicated to the conservation and restoration of Louisiana's natural resources. The first issue was published in 1923 and recent issues are available online via www.louisianaconservationist.org. Additional titles of the same magazine include: Louisiana Conservationist News, Louisiana Game Fur and Fish, and Louisiana Conservationist Review.	This document is in the public domain.										2013-07-23	2013-07-23	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll45/id/160	160	161.pdf	/p16313coll45/image/161.pdf
