Hidden Title	Title	Photographer	Date	Compound	Description	Subjects	Notes	Original Format/Size	Digital Collection	Digital Format	Collection Source	Repository Collection Guide	Repository	Restrictions	Cite As	Contact and Ordering Information	Item Number	Item URL	Collection URL	Type	General Type	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
	130 - Ruined battery overlooking the Mississippi River, Port Hudson, La.	McPherson & Oliver, photographers	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Port Hudson (La.)--History--Siege, 1863--Photographs;Fortification--Louisiana--Port Hudson--Photographs;Ordnance--Photographs;McPherson, William D., photographer; McPherson & Oliver (Studio : New Orleans, La.);	The camera stands above a battery position on the bluff overlooking the Mississippi River looking down and toward the river. A cannon has been thrown clear of its emplacement.	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410130	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/428	428	429.cpd	/LSU_MDP/image/429.cpd
	131 - Ruins of fortification, interior view, Port Hudson, La.	unknown	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Port Hudson (La.)--History--Siege, 1863--Photographs;Fortification--Louisiana--Port Hudson--Photographs	The camera stands at eye level inside the fortifications looking toward a defensive wall. Cannon lay in ruins and a sentry looks toward the camera from the distant wall.	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410131r	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/429	429	430.jpg	/LSU_MDP/image/430.jpg
	131 - Ruins of fortification, interior view, Port Hudson, La.	unknown	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Port Hudson (La.)--History--Siege, 1863--Photographs;Fortification--Louisiana--Port Hudson--Photographs	The camera stands at eye level inside the fortifications looking toward a defensive wall. Cannon lay in ruins and a sentry looks toward the camera from the distant wall.	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410131v	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/430	430	431.jpg	/LSU_MDP/image/431.jpg
	132 - Captured cannon, Port Hudson, La.	McPherson & Oliver, photographers	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Port Hudson (La.)--History--Siege, 1863--Photographs;Ordnance--Photographs;McPherson, William D., photographer;McPherson & Oliver (Studio : New Orleans, La.)	The camera stands in front and to the side of a captured cannon that is tightly framed in the image.	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410132r	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2007-07-06	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/431	431	432.jpg	/LSU_MDP/image/432.jpg
	132 - Captured cannon, Port Hudson, La.	McPherson & Oliver, photographers	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Port Hudson (La.)--History--Siege, 1863--Photographs;Ordnance--Photographs;McPherson, William D., photographer;McPherson & Oliver (Studio : New Orleans, La.)	The camera stands in front and to the side of a captured cannon that is tightly framed in the image.	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410132v	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2007-07-06	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/432	432	433.jpg	/LSU_MDP/image/433.jpg
	133 - Captured cannon, Port Hudson, La.	unknown	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Port Hudson (La.)--History--Siege, 1863--Photographs;Ordnance--Photographs	The camera stands above and to the side of a ruined cannon and its carriage. Cannon balls litter the ground in front of the ruptured cannon barrel.	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410133r	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2007-07-06	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/433	433	434.jpg	/LSU_MDP/image/434.jpg
	133 - Captured cannon, Port Hudson, La.	unknown	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Port Hudson (La.)--History--Siege, 1863--Photographs;Ordnance--Photographs	The camera stands above and to the side of a ruined cannon and its carriage. Cannon balls litter the ground in front of the ruptured cannon barrel.	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410133v	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2007-07-06	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/434	434	435.jpg	/LSU_MDP/image/435.jpg
	134 - Captured cannon, Port Hudson, La.	McPherson & Oliver, photographers	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Port Hudson (La.)--History--Siege, 1863--Photographs;Ordnance--Photographs;McPherson, William D., photographer;McPherson & Oliver (Studio : New Orleans, La.)	The camera stands in front and to the side of a captured cannon.  A part of its emplacement may be seen behind and to the side of the cannon.	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410134r	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2007-07-06	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/435	435	436.jpg	/LSU_MDP/image/436.jpg
	134 - Captured cannon, Port Hudson, La.	McPherson & Oliver, photographers	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Port Hudson (La.)--History--Siege, 1863--Photographs;Ordnance--Photographs;McPherson, William D., photographer;McPherson & Oliver (Studio : New Orleans, La.)	The camera stands in front and to the side of a captured cannon.  A part of its emplacement may be seen behind and to the side of the cannon.	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410134v	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2007-07-06	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/436	436	437.jpg	/LSU_MDP/image/437.jpg
	135 - Mortar battery, Port Hudson, La.	McPherson & Oliver, photographers	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Port Hudson (La.)--History--Siege, 1863--Photographs;Mortars (Ordnance)--Photographs;McPherson, William D., photographer	Verso inscribed, "Mort batt." The camera stands at eye level looking toward a number of carriage mounted mortars. A number of tents may be seen in the distant tree line.	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410135r	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/437	437	438.jpg	/LSU_MDP/image/438.jpg
