SortOrder	Title	Compound	Date	Photographer	Subjects	Notes	Original Format/Size	Digital Format	Repository	Repository Collection	Repository Collection Guide	Restrictions	Collection Source	Cite As	Relation	Contact and Ordering Information	Item URL	Item Number	Collection URL	Type	General Type	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
77	Jefferson highway	No	ca. 1927	Ascribed to J. G. Ewing	Floods--Louisiana--History--20th century--Photographs; Jefferson Highway (Melville, La.)--Photographs; Mississippi River--Floods--Photographs	[image number]  M-15	Gelatin silver prints; 3.50" x 4.50"	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Mississippi River Flood of 1927 Album	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4373.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	Mississippi River Flood of 1927 Album (Mss. 4373), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	http://louisdl.louislibraries.org/cdm4/index_LSU_MRF.php?CISOROOT=/LSU_MRF	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigational bars.	43730067a	http://www.louisianadigitallibrary.org/cdm4/index_LSU_MRF.php?CISOROOT=/LSU_MRF	Gelatin Silver Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MRF/id/506	506	507.jpg	/LSU_MRF/image/507.jpg
78	Underpass Jefferson highway	No	ca. 1927	Ascribed to J. G. Ewing	Floods--Louisiana--History--20th century--Photographs; Jefferson Highway (La.)--Photographs; Mississippi River--Floods--Photographs	[image number]  M-12	Gelatin silver prints; 3.50" x 4.50"	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Mississippi River Flood of 1927 Album	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4373.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	Mississippi River Flood of 1927 Album (Mss. 4373), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	http://louisdl.louislibraries.org/cdm4/index_LSU_MRF.php?CISOROOT=/LSU_MRF	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigational bars.	43730067b	http://www.louisianadigitallibrary.org/cdm4/index_LSU_MRF.php?CISOROOT=/LSU_MRF	Gelatin Silver Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MRF/id/507	507	508.jpg	/LSU_MRF/image/508.jpg
79	North from underpass	No	ca. 1927	Ascribed to J. G. Ewing	Floods--Louisiana--History--20th century--Photographs; Flood damage--Louisiana--Photographs; Mississippi River--Floods--Photographs	[image number]  M-17	Gelatin silver prints; 3.50" x 4.50"	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Mississippi River Flood of 1927 Album	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4373.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	Mississippi River Flood of 1927 Album (Mss. 4373), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	http://louisdl.louislibraries.org/cdm4/index_LSU_MRF.php?CISOROOT=/LSU_MRF	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigational bars.	43730067c	http://www.louisianadigitallibrary.org/cdm4/index_LSU_MRF.php?CISOROOT=/LSU_MRF	Gelatin Silver Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MRF/id/508	508	509.jpg	/LSU_MRF/image/509.jpg
80	From Jefferson highway	No	ca. 1927	Ascribed to J. G. Ewing	Floods--Louisiana--History--20th century--Photographs; Jefferson Highway (La.)--Photographs; Mississippi River--Floods--Photographs	[image number]  M-18	Gelatin silver prints; 3.50" x 4.50"	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Mississippi River Flood of 1927 Album	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4373.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	Mississippi River Flood of 1927 Album (Mss. 4373), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	http://louisdl.louislibraries.org/cdm4/index_LSU_MRF.php?CISOROOT=/LSU_MRF	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigational bars.	43730067d	http://www.louisianadigitallibrary.org/cdm4/index_LSU_MRF.php?CISOROOT=/LSU_MRF	Gelatin Silver Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MRF/id/509	509	510.jpg	/LSU_MRF/image/510.jpg
81	Louisiana purchase highway	No	ca. 1927	Ascribed to J. G. Ewing	Floods--Louisiana--History--20th century--Photographs; Louisiana Purchase Highway (La.)--Photographs; Mississippi River--Floods--Photographs	[image number]  M-36	Gelatin silver prints; 3.50" x 4.50"	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Mississippi River Flood of 1927 Album	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4373.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	Mississippi River Flood of 1927 Album (Mss. 4373), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	http://louisdl.louislibraries.org/cdm4/index_LSU_MRF.php?CISOROOT=/LSU_MRF	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigational bars.	43730069a	http://www.louisianadigitallibrary.org/cdm4/index_LSU_MRF.php?CISOROOT=/LSU_MRF	Gelatin Silver Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MRF/id/510	510	511.jpg	/LSU_MRF/image/511.jpg
82	L.P.H.	No	ca. 1927	Ascribed to J. G. Ewing	Floods--Louisiana--History--20th century--Photographs; Louisiana Purchase Highway (La.)--Photographs; Mississippi River--Floods--Photographs	[image number]  M-40 View of water over Louisiana purchase highway	Gelatin silver prints; 3.50" x 4.50"	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Mississippi River Flood of 1927 Album	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4373.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	Mississippi River Flood of 1927 Album (Mss. 4373), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	http://louisdl.louislibraries.org/cdm4/index_LSU_MRF.php?CISOROOT=/LSU_MRF	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigational bars.	43730069b	http://www.louisianadigitallibrary.org/cdm4/index_LSU_MRF.php?CISOROOT=/LSU_MRF	Gelatin Silver Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MRF/id/511	511	512.jpg	/LSU_MRF/image/512.jpg
83	Moreauville	No	ca. 1927	Ascribed to J. G. Ewing	Floods--Louisiana--History--20th century--Photographs; Moreauville (La.)--Photographs; Mississippi River--Floods--Photographs	[image number] M-41	Gelatin silver prints; 3.50" x 4.50"	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Mississippi River Flood of 1927 Album	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4373.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	Mississippi River Flood of 1927 Album (Mss. 4373), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	http://louisdl.louislibraries.org/cdm4/index_LSU_MRF.php?CISOROOT=/LSU_MRF	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigational bars.	43730069c	http://www.louisianadigitallibrary.org/cdm4/index_LSU_MRF.php?CISOROOT=/LSU_MRF	Gelatin Silver Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MRF/id/512	512	513.jpg	/LSU_MRF/image/513.jpg
84	Typical highway scene	No	ca. 1927	Ascribed to J. G. Ewing	Floods--Louisiana--History--20th century--Photographs; Flood damage--Louisiana--Photographs; Mississippi River--Floods--Photographs	[image number] M-39 View of house under water to roof	Gelatin silver prints; 3.50" x 4.50"	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Mississippi River Flood of 1927 Album	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4373.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	Mississippi River Flood of 1927 Album (Mss. 4373), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	http://louisdl.louislibraries.org/cdm4/index_LSU_MRF.php?CISOROOT=/LSU_MRF	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigational bars.	43730069d	http://www.louisianadigitallibrary.org/cdm4/index_LSU_MRF.php?CISOROOT=/LSU_MRF	Gelatin Silver Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MRF/id/513	513	514.jpg	/LSU_MRF/image/514.jpg
85	Cavrenon crevasse below New Orleans, La.	No	1927 Oct. 3	J. G. Ewing	Floods--Louisiana--History--20th century--Photographs; Crevasses--Louisiana--Cavrenon--Photographs; Ewing, Inc.; Mississippi River--Floods--Photographs	LH-168 Ewing Inc., Oct. 3, 1927.	Gelatin silver prints; 8.00" x 10.00"	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Mississippi River Flood of 1927 Album	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4373.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	Mississippi River Flood of 1927 Album (Mss. 4373), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	http://louisdl.louislibraries.org/cdm4/index_LSU_MRF.php?CISOROOT=/LSU_MRF	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigational bars.	43730071	http://www.louisianadigitallibrary.org/cdm4/index_LSU_MRF.php?CISOROOT=/LSU_MRF	Gelatin Silver Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MRF/id/514	514	515.jpg	/LSU_MRF/image/515.jpg
86	View of dirt roads and farm area	No	ca. 1927	Ascribed to J. G. Ewing	Floods--Louisiana--History--20th century--Photographs; Mississippi River--Floods--Photographs	11523-9 [illegible words]	Gelatin silver prints; 8.00" x 10.00"	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Mississippi River Flood of 1927 Album	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4373.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	Mississippi River Flood of 1927 Album (Mss. 4373), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	http://louisdl.louislibraries.org/cdm4/index_LSU_MRF.php?CISOROOT=/LSU_MRF	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigational bars.	43730072	http://www.louisianadigitallibrary.org/cdm4/index_LSU_MRF.php?CISOROOT=/LSU_MRF	Gelatin Silver Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MRF/id/515	515	516.jpg	/LSU_MRF/image/516.jpg
87	Crevasse below New Orleans, showing old levee	No	1927 Oct. 3	J. G. Ewing	Floods--Louisiana--History--20th century--Photographs; Crevasses--Louisiana--New Orleans--Photographs; Ewing, Inc.; Mississippi River--Floods--Photographs	LH-167 Ewing Inc Oct. 3, 1927	Gelatin silver prints; 8.00" x 10.00"	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Mississippi River Flood of 1927 Album	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4373.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	Mississippi River Flood of 1927 Album (Mss. 4373), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	http://louisdl.louislibraries.org/cdm4/index_LSU_MRF.php?CISOROOT=/LSU_MRF	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigational bars.	43730073	http://www.louisianadigitallibrary.org/cdm4/index_LSU_MRF.php?CISOROOT=/LSU_MRF	Gelatin Silver Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MRF/id/516	516	517.jpg	/LSU_MRF/image/517.jpg
88	Jefferson highway, looking in direction of Alexandria, Grant Parish	No	1925 Apr. 10	J. G. Ewing	Floods--Louisiana--History--20th century--Photographs; Jefferson Highway (La.)--Photographs; Mississippi River--Floods--Photographs	11523-11 Ewing Inc. 4-10-25	Gelatin silver prints; 8.00" x 10.00"	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Mississippi River Flood of 1927 Album	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4373.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	Mississippi River Flood of 1927 Album (Mss. 4373), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	http://louisdl.louislibraries.org/cdm4/index_LSU_MRF.php?CISOROOT=/LSU_MRF	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigational bars.	43730074	http://www.louisianadigitallibrary.org/cdm4/index_LSU_MRF.php?CISOROOT=/LSU_MRF	Gelatin Silver Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MRF/id/517	517	518.jpg	/LSU_MRF/image/518.jpg
