Title	Creator	Contributors	Publisher	Subjects	Description	Notes	Date	Coverage	Original Format	Format	Language	Object File Name	Repository	Restrictions	Cite As	Contact and Ordering Information	Item URL	Collection URL	Type	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Robeline climate 1896-1930	Russell, Richard Joel, 1895-			;		1 p. 12x5""			Field notes		en	rj000204	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright is retained in accordance with U. S. copyright laws.	Louisiana Coastal Ecology: Richard J. Russell Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_RJR.php?CISOROOT=/RJR			2004-09-24	2004-09-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/RJR/id/76	76	7326172492004_rj000204.jpg	/RJR/image/7326172492004_rj000204.jpg
Louisiana Odenburg quadrangle	United States. War Dept. Corps of Engineers	United States. Mississippi River Commission	Engineer Reproduction Plant, U. S. Army, Washington, D. C.	Coastal ecology--Louisiana; Louisiana--Maps; Maps; Odenburg (La.);		21x17.44""	1934	W0920000; W0914500; N0310000; N0304500; N30°45'00""/W91°45'00""; N30d45'00""/W91d45'00""	Maps		en	rj000054	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright is retained in accordance with U. S. copyright laws.	Louisiana Coastal Ecology: Richard J. Russell Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_RJR.php?CISOROOT=/RJR			2004-09-24	2004-09-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/RJR/id/77	77	12029172492004_rj000054.jpg	/RJR/image/12029172492004_rj000054.jpg
Louisiana State University monthly weather report for November 1932	Russell, Richard Joel, 1895-			Weather--Louisiana State University (Baton Rouge, La.); Louisiana State University (Baton Rouge, La.);		2 p. 11x8.5""			Field notes		en	rj000132	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright is retained in accordance with U. S. copyright laws.	Louisiana Coastal Ecology: Richard J. Russell Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_RJR.php?CISOROOT=/RJR			2004-09-24	2004-09-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/RJR/id/78	78	2656172492004_rj000132.pdf	/RJR/image/2656172492004_rj000132.pdf
Louisiana State University monthly weather report for March 1932	Russell, Richard Joel, 1895-			Weather--Louisiana State University (Baton Rouge, La.); Louisiana State University (Baton Rouge, La.);		2 p. 14x8.5""			Field notes		en	rj000125	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright is retained in accordance with U. S. copyright laws.	Louisiana Coastal Ecology: Richard J. Russell Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_RJR.php?CISOROOT=/RJR			2004-09-24	2004-09-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/RJR/id/79	79	55752172492004_rj000125.pdf	/RJR/image/55752172492004_rj000125.pdf
Quadrangle - 106 Rena South	Louisiana Highway Commission	Louisiana. Geodetic survey		Coastal ecology--Louisiana; Louisiana--Maps; Maps; Rena (La.);		20.63x17.25""		W0931500; W0930000; N0310000; N0304500; N30°45'00""/W93°00'00""; N30d45'00""/93d00'00""	Maps		en	rj000031	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright is retained in accordance with the U. S. copyright laws.	Louisiana Coastal Ecology: Richard J. Russell Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_RJR.php?CISOROOT=/RJR			2004-09-24	2004-09-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/RJR/id/80	80	13523172492004_rj000031.jpg	/RJR/image/13523172492004_rj000031.jpg
97 Stations	Russell, Richard Joel, 1895-			Rain and Rainfall--Louisiana State University (Baton Rouge, La.); Louisiana State University (Baton Rouge, La.);		1 p. ill. 14x8.5; This drawing was attached to the title  ""Louisiana State University monthly weather report of June, 1933.""			Field notes		en	rj000243	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright is retained in accordance with U. S. copyright laws.	Louisiana Coastal Ecology: Richard J. Russell Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_RJR.php?CISOROOT=/RJR			2004-09-24	2004-09-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/RJR/id/81	81	77636172492004_rj000243.jpg	/RJR/image/77636172492004_rj000243.jpg
Grand Chenier Louisiana	Russell, Richard Joel, 1895-			Local geography; Grand Chenier (La.);		3 p. 8x5""			Field notes		en	rj000158	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright is retained in accordance with U. S. copyright laws.	Louisiana Coastal Ecology: Richard J. Russell Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_RJR.php?CISOROOT=/RJR			2004-09-24	2004-09-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/RJR/id/82	82	6669172492004_rj000158.pdf	/RJR/image/6669172492004_rj000158.pdf
Louisiana Shorelines	Russell, Richard Joel, 1895-			Shorelines--Louisiana; Louisiana;		7:00 PM			Articles		en	rj000241	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright is retained in accordance with U. S. copyright laws.	Louisiana Coastal Ecology: Richard J. Russell Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_RJR.php?CISOROOT=/RJR			2004-09-24	2004-09-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/RJR/id/83	83	49536172492004_rj000241.pdf	/RJR/image/49536172492004_rj000241.pdf
Louisiana State University monthly weather report for December 1932	Russell, Richard Joel, 1895-			Weather--Louisiana State University (Baton Rouge, La.); Louisiana State University (Baton Rouge, La.);		2 p. 11x8.5""			Field notes		en	rj000133	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright is retained in accordance with U. S. copyright laws.	Louisiana Coastal Ecology: Richard J. Russell Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_RJR.php?CISOROOT=/RJR			2004-09-24	2004-09-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/RJR/id/84	84	37056172492004_rj000133.pdf	/RJR/image/37056172492004_rj000133.pdf
Aneroid Readings	Russell, Richard Joel, 1895-			Aneroid barometers--Louisiana--Baton Rouge; Baton Rouge (LA.);		2 p. 8x5""			Field notes		en	rj000165	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright is retained in accordance with U. S. copyright laws.	Louisiana Coastal Ecology: Richard J. Russell Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_RJR.php?CISOROOT=/RJR			2004-09-24	2004-09-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/RJR/id/85	85	47914172492004_rj000165.pdf	/RJR/image/47914172492004_rj000165.pdf
Marksville, West to Lafayette	Russell, Richard Joel, 1895-			Local geography; Louisiana; Louisiana--Description and travel;		5 p.  11x8.5""			Field notes		en	rj000065	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright is retained in accordance with U. S. copyright laws.	Louisiana Coastal Ecology: Richard J. Russell Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_RJR.php?CISOROOT=/RJR			2004-09-24	2004-09-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/RJR/id/86	86	32331172492004_rj000065.pdf	/RJR/image/32331172492004_rj000065.pdf
Louisiana Lacassine quadrangle	United States. Dept. of the Interior. Geological Survey			Maps; Lacassine (La.); Louisiana--Maps;		19.5x16.69""		W0930000; W0925230; N0301500; N0300730; N30°07'30""/W92°52'30""; N30d07'30""/W92d52'30""	Maps		en	rj000048	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright is retained in accordance with U. S. copyright laws.	Louisiana Coastal Ecology: Richard J. Russell Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_RJR.php?CISOROOT=/RJR			2004-09-24	2004-09-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/RJR/id/87	87	76027172492004_rj000048.jpg	/RJR/image/76027172492004_rj000048.jpg
Louisiana State University monthly weather report for January 1933	Russell, Richard Joel, 1895-			Weather--Louisiana State University (Baton Rouge, La.); Louisiana State University (Baton Rouge, La.);		2 p. 14x8.5""			Field notes		en	rj000114	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright is retained in accordance with U. S. copyright laws.	Louisiana Coastal Ecology: Richard J. Russell Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_RJR.php?CISOROOT=/RJR			2004-09-24	2004-09-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/RJR/id/88	88	82342172492004_rj000114.pdf	/RJR/image/82342172492004_rj000114.pdf
Logansport Louisiana climate 1903-1930	Russell, Richard Joel, 1895-			Climatology; Logansport (La.)--Climate;		1 p. 12x5""			Field notes		en	rj000195	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright is retained in accordance with U. S. copyright laws.	Louisiana Coastal Ecology: Richard J. Russell Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_RJR.php?CISOROOT=/RJR			2004-09-24	2004-09-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/RJR/id/89	89	7324172492004_rj000195.jpg	/RJR/image/7324172492004_rj000195.jpg
Port Hudson Louisiana	Russell, Richard Joel, 1895-			Local geography; Port Hudson (La.);		3 p. 8x5""			Field notes		en	rj000163	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright is retained in accordance with U. S. copyright laws.	Louisiana Coastal Ecology: Richard J. Russell Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_RJR.php?CISOROOT=/RJR			2004-09-24	2004-09-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/RJR/id/90	90	40113172492004_rj000163.pdf	/RJR/image/40113172492004_rj000163.pdf
