Title	Date	Caption/Description	Notes	Physical description	Cite as	Creator	Subject Headings	Category	Sub-category	Publisher	Restrictions	Repository	Contact and Ordering Information	File Name(s)	File Name	Identifier	Language	Relation	Coverage-Spatial	Coverage-Temporal	Cataloger	Cataloged Date	Viewer Information	Image Resolution (Archival)	Image Bit-Depth (Archival)	Color Mode (Archival)	Extent (Archival)	Image Manipulation (Archival)	File Size (Archival)	Hardware/Software (Archival)	Digitized By	Digitized Date	Object File Name	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Unloading oysters in New Orleans. p. 146		"Unloading Oysters At The New Orleans Wharfs."		TIF	Buras, Janice P.  Way Down Yonder in Plaquemines.  Gretna: Pelican Publishing Company, 1996.		Oyster industry--Louisiana; Wharves--Louisiana--New Orleans	Fishing-commercial	Oysters	Pelican Publishing	Physical rights are retained by Donald W. Davis.  Copyright is retained in accordance with U.S. copyright laws.	Donald W. Davis Collection	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.	17	buras0017.tif																				2010-07-30	2010-07-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/1191	1191	828.jp2	/p15140coll21/image/828.jp2
Dredging for oysters		Capt. Ralph Pausina and his crew dredging for oysters.		TIF	Vujnovich, M.M.  Yugoslavs in Louisiana: Published on the occasion of the United Slavonian Benevolent Association Centennial 1874-1974.  Gretna: Pelican Publishing Company, 1974.		Oyster fisheries--Louisiana; Yugoslav Americans--Louisiana	Ethnic groups, Fishing-commercial	Croatians/Yugoslav, Oysters	Pelican Publishing Co.	Physical rights are retained by Donald W. Davis.  Copyright is retained in accordance with U.S. copyright laws.	Donald W. Davis Collection	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.	2	yugos0001.tif																				2010-07-30	2010-07-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/1192	1192	829.jp2	/p15140coll21/image/829.jp2
Late-19th century oyster camp	1895?	Typical late-ninteenth century oyster camp and lugger, circa 1895.		TIF	Vujnovich, M.M.  Yugoslavs in Louisiana: Published on the occasion of the United Slavonian Benevolent Association Centennial 1874-1974.  Gretna: Pelican Publishing Company, 1974.		Boats and boating--Louisiana; Camp sites; facilities; etc--Louisiana; Oyster fisheries--Louisiana	Vehicles, Fishing, Buildings	Boats, Oystermen, Other	Pelican Publishing Co.	Physical rights are retained by Donald W. Davis.  Copyright is retained in accordance with U.S. copyright laws.	Donald W. Davis Collection	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.	3	yugos0002.tif																				2010-07-30	2010-07-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/1193	1193	830.jp2	/p15140coll21/image/830.jp2
Modern oyster camp		Bird's eye view of modern-day oyster camp.  Photo courtesy Kurma Tesvich family.		TIF	Vujnovich, M.M.  Yugoslavs in Louisiana: Published on the occasion of the United Slavonian Benevolent Association Centennial 1874-1974.  Gretna: Pelican Publishing Company, 1974.		Camp sites; facilities; etc--Louisiana; Oyster fisheries--Louisiana	Fishing, Buildings	Oystermen, Other	Pelican Publishing Co.	Physical rights are retained by Donald W. Davis.  Copyright is retained in accordance with U.S. copyright laws.	Donald W. Davis Collection	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.	4	yugos0003.tif																				2010-07-30	2010-07-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/1194	1194	831.jp2	/p15140coll21/image/831.jp2
Oyster boats at the Dumaine Street dock	1899?	Oyster luggers unloading oysters at the Mississippi River levee at the foot of Dumiane Street, New Orleans, circa 1899.  Photo courtesy Glenn E. Martina.		TIF	Vujnovich, M.M.  Yugoslavs in Louisiana: Published on the occasion of the United Slavonian Benevolent Association Centennial 1874-1974.  Gretna: Pelican Publishing Company, 1974.		Boats and boating--Louisiana; Oyster fisheries--Louisiana; Docks--Louisiana	Vehicles, Fishing-commercial	Boats, Oysters	Pelican Publishing Co.	Physical rights are retained by Donald W. Davis.  Copyright is retained in accordance with U.S. copyright laws.	Donald W. Davis Collection	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.	5	yugos0004.tif																				2010-07-30	2010-07-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/1195	1195	832.jp2	/p15140coll21/image/832.jp2
Oyster boats at the Empire locks		Oyster luggers awaiting their turn to pass through the Empire locks to deliver the seed oysters to the oyster bedding grounds, circa 1938.  Photo courtesy Joseph M. Jurisich.		TIF	Vujnovich, M.M.  Yugoslavs in Louisiana: Published on the occasion of the United Slavonian Benevolent Association Centennial 1874-1974.  Gretna: Pelican Publishing Company, 1974.		Boats and boating--Louisiana; Oyster fisheries--Louisiana	Vehicles, Fishing-commercial	Boats, Oysters	Pelican Publishing Co.	Physical rights are retained by Donald W. Davis.  Copyright is retained in accordance with U.S. copyright laws.	Donald W. Davis Collection	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.	6	yugos0005.tif																				2010-07-30	2010-07-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/1196	1196	833.jp2	/p15140coll21/image/833.jp2
Oyster boats, Esplanade Street wharf, New Orleans, LA		Oyster luggers Enterprise, Desoto, New Petrograd, and Frisco at the Esplanade Street wharf on the Mississippi River, circa 1938.		TIF	Vujnovich, M.M.  Yugoslavs in Louisiana: Published on the occasion of the United Slavonian Benevolent Association Centennial 1874-1974.  Gretna: Pelican Publishing Company, 1974.		Boats and boating--Louisiana; Oyster fisheries--Louisiana--New Orleans	Vehicles, Fishing-commercial	Boats, Oysters	Pelican Publishing Co.	Physical rights are retained by Donald W. Davis.  Copyright is retained in accordance with U.S. copyright laws.	Donald W. Davis Collection	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.	7	yugos0006.tif																				2010-07-30	2010-07-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/1197	1197	834.jp2	/p15140coll21/image/834.jp2
A tagged alligator		The state alligator tag is one component in a series of strict controls.  This ensures a legal harvest with no illegal skins entering into the market system.		TIF	Faler, Richard E.  Gator- Trapping Alligators with Setlines.  Greenville, PA: Beaver Pond Publishing, 2006.		Alligators--Conservation--Louisiana	Trapping	Alligator	Beaver Pond Publishing	Physical rights are retained by Donald W. Davis.  Copyright is retained in accordance with U.S. copyright laws.	Donald W. Davis Collection	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.	1	faler0001.tif																				2010-07-30	2010-07-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/1198	1198	835.jp2	/p15140coll21/image/835.jp2
A tub of alligator		A tub of alligator skins represents a good cash crop from the southern marshlands.  The skin, however, is only one marketable part of the 'gator.  The meat can equal the value of the skin.  Then, there's the skull and claws which can be sold as souvenirs and novelties.		TIF	Faler, Richard E.  Gator- Trapping Alligators with Setlines.  Greenville, PA: Beaver Pond Publishing, 2006.		Alligator products industry--Louisiana	Trapping, Trapping	Alligator, Hides and Skins	Beaver Pond Publishing	Physical rights are retained by Donald W. Davis.  Copyright is retained in accordance with U.S. copyright laws.	Donald W. Davis Collection	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.	2	faler0002.tif																				2010-07-30	2010-07-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/1199	1199	836.jp2	/p15140coll21/image/836.jp2
Gator cover		Cover of "'Gator - Trapping Alligators with Setlines by Rich Faler"		TIF	Faler, Richard E.  Gator- Trapping Alligators with Setlines.  Greenville, PA: Beaver Pond Publishing, 2006.		Alligator hunting--Louisiana	Trapping	Alligator	Beaver Pond Publishing	Physical rights are retained by Donald W. Davis.  Copyright is retained in accordance with U.S. copyright laws.	Donald W. Davis Collection	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.	3	faler0003.tif																				2010-07-30	2010-07-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/1200	1200	837.jp2	/p15140coll21/image/837.jp2
Cover of Gator- Trapping Alligators with Setlines		Cover page "Gator- Trapping Alligators with Setlines" by Rich Faler.  A Beaver Pond Publication, Greenville, Pennsylvania.		TIF	Faler, Richard E.  Gator- Trapping Alligators with Setlines.  Greenville, PA: Beaver Pond Publishing, 2006.		Alligator hunting--Louisiana	Trapping	Alligator	Beaver Pond Publishing	Physical rights are retained by Donald W. Davis.  Copyright is retained in accordance with U.S. copyright laws.	Donald W. Davis Collection	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.	4	faler0004.tif																				2010-07-30	2010-07-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/1201	1201	838.jp2	/p15140coll21/image/838.jp2
Getting the setline baited		1) A bowline knot holds the #12/0 hook onto the line.  'Gator bait may be lung, liver, or blackbirds.  Here, a chunk of liver will send an inviting message to passing alligators. 2) Yancey is cutting liver into good-sized chunks for baiting the hooks.  Everyone pitches in so setting lines is quick and efficient.  No one wants to endure the heat and humidity of the afternoon.		TIF	Faler, Richard E.  Gator- Trapping Alligators with Setlines.  Greenville, PA: Beaver Pond Publishing, 2006.		Alligator hunting--Louisiana	Trapping	Alligator	Beaver Pond Publishing	Physical rights are retained by Donald W. Davis.  Copyright is retained in accordance with U.S. copyright laws.	Donald W. Davis Collection	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.	5	faler0005.tif																				2010-07-30	2010-07-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/1202	1202	839.jp2	/p15140coll21/image/839.jp2
Loading a 500 lbs alligator		1) 'When a big 'gator can tip the scales at more than 500 pounds, it can take some grunt work to get them in the boat." 2)"Gator hunting takes teamwork.  Here Benny, Jr. prepares the line, yancey rebaits the hook and their partner keepds the 'gator over the bow until the head wound drains and they have a chance to place the tail tag.		TIF	Faler, Richard E.  Gator- Trapping Alligators with Setlines.  Greenville, PA: Beaver Pond Publishing, 2006.		Alligator hunting--Louisiana	Trapping	Alligator	Beaver Pond Publishing	Physical rights are retained by Donald W. Davis.  Copyright is retained in accordance with U.S. copyright laws.	Donald W. Davis Collection	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.	6	faler0006.tif																				2010-07-30	2010-07-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/1203	1203	840.jp2	/p15140coll21/image/840.jp2
Part of the hunter's setline supplies		1) Part of the 'gator hunter's supplies is a bucket of clip-type clothespins with cords attached.  2) A spring-type closepin is tied to the cane pole.  The nylon cord is held in the clip so the bait is one-and-a-half feet above the water.		TIF	Faler, Richard E.  Gator- Trapping Alligators with Setlines.  Greenville, PA: Beaver Pond Publishing, 2006.		Alligator hunting--Louisiana	Trapping	Alligator	Beaver Pond Publishing	Physical rights are retained by Donald W. Davis.  Copyright is retained in accordance with U.S. copyright laws.	Donald W. Davis Collection	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.	7	faler0007.tif																				2010-07-30	2010-07-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/1204	1204	841.jp2	/p15140coll21/image/841.jp2
Pulling up a captured alligator		Pull him in and he begins to get a bit agitated.  Those teeth help him get a meal, but they are a pretty good deterent against anxious 'gator hunters as well.		TIF	Faler, Richard E.  Gator- Trapping Alligators with Setlines.  Greenville, PA: Beaver Pond Publishing, 2006.		Alligator hunting--Louisiana	Trapping	Alligator	Beaver Pond Publishing	Physical rights are retained by Donald W. Davis.  Copyright is retained in accordance with U.S. copyright laws.	Donald W. Davis Collection	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.	8	faler0008.tif																				2010-07-30	2010-07-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/1205	1205	842.jp2	/p15140coll21/image/842.jp2
