Title	Photographer	Date	Subject	Description	Type	Original Format	Original Size	Collection Number	Digital Collection	Repository Collection	Repository	Digital Reproduction Information	Restrictions	Cite As	Contact and Ordering Information	Item URL	Collection URL	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	Full resolution	CONTENTdm file path
Jon Lovitz at Mardi Gras	Donn Young	2003 March 02	New Orleans (La.)--Photographs;Lovitz, Jon--Photographs;Mardi Gras--Photographs;Krewe of Bacchus (Organization)--Photographs;	Close up of actor, Jon Lovitz, as King Bacchus XXXV in the parade.	Image	TIF	17.5 MB	494437906a107	Donn Young Photograph Collection	IRP	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights and copyright retained by the LSU Libraries.	Images of New Orleans: The Donn Young Photograph Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See "reference url" on the navigation bars	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_DYP.php?CISOROOT=/LSU_DYP;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_DYP		2007-05-09	2007-05-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_DYP/id/100	100	101.jpg	Volume15\494437906a107.tif	/LSU_DYP/image/101.jpg
Krewe of Bacchus Parade	Donn Young	2003 March 02	New Orleans (La.)--Photographs;Krewe of Bacchus (Organization)--Photographs;Mardi Gras--Photographs;;	View of the parade at night. A band is marching in the foreground, and a float is in the background with the crowds surrounding them.	Image	TIF	17.5 MB	494437906a116	Donn Young Photograph Collection	IRP	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights and copyright retained by the LSU Libraries.	Images of New Orleans: The Donn Young Photograph Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See "reference url" on the navigation bars	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_DYP.php?CISOROOT=/LSU_DYP;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_DYP		2007-05-09	2007-05-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_DYP/id/101	101	102.jpg	Volume15\494437906a116.tif	/LSU_DYP/image/102.jpg
Krewe of Bacchus Parade	Donn Young	2003 March 02	New Orleans (La.)--Photographs;Mardi Gras--Photographs;Krewe of Bacchus (Organization)--Photographs;	Front view of Bacchus float. Behind it is another float with a shark on it.	Image	TIF	17.5 MB	494437906a134	Donn Young Photograph Collection	IRP	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights and copyright retained by the LSU Libraries.	Images of New Orleans: The Donn Young Photograph Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See "reference url" on the navigation bars	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_DYP.php?CISOROOT=/LSU_DYP;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_DYP		2007-05-09	2007-05-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_DYP/id/102	102	103.jpg	Volume15\494437906a134.tif	/LSU_DYP/image/103.jpg
Baja French Parade	Donn Young	2003 March 2	New Orleans (La.)--Photographs; Mardi Gras--Photographs; Boats and boating--Photographs;	Image of a pontoon boat being used as a Mardi Gras float on the water with 8 men on it throwing beads to the crowd.	Image	TIF	16.8 MB	494437906b126	Donn Young Photograph Collection	IRP	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights and copyright retained by the LSU Libraries.	Images of New Orleans: The Donn Young Photograph Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See "reference url" on the navigation bars	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_DYP.php?CISOROOT=/LSU_DYP;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_DYP		2007-05-09	2007-05-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_DYP/id/103	103	104.jpg	Volume15\494437906b126.tif	/LSU_DYP/image/104.jpg
Mardi Gras Boat	Donn Young	2003 March 2	New Orleans (La.)--Photographs;Mardi Gras--Photographs;Boats and boating--Photographs;	Image of a boat decorated for Mardi Gras on the water with several people throwing beads etc. to people on other boats.	Image	TIF	16.8 MB	494437906b166	Donn Young Photograph Collection	IRP	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights and copyright retained by the LSU Libraries.	Images of New Orleans: The Donn Young Photograph Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See "reference url" on the navigation bars	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_DYP.php?CISOROOT=/LSU_DYP;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_DYP		2007-05-09	2007-05-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_DYP/id/104	104	105.jpg	Volume15\494437906b166.tif	/LSU_DYP/image/105.jpg
Golden Lady	Donn Young	2003 March 2	New Orleans (La.)--Photographs;French Quarter (New Orleans, La.)--Photographs;Street entertainers--Photographs;	Street performer in the French Quarter painted gold resting against a lamp post.	Image	TIF	17.5 MB	494437908a008	Donn Young Photograph Collection	IRP	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights and copyright retained by the LSU Libraries.	Images of New Orleans: The Donn Young Photograph Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See "reference url" on the navigation bars	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_DYP.php?CISOROOT=/LSU_DYP;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_DYP		2007-05-09	2007-05-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_DYP/id/105	105	106.jpg	Volume15\494437908a008.tif	/LSU_DYP/image/106.jpg
Crawfish Boil	Donn Young	2003 March 2	New Orleans (La.)--Photographs;Cookery, American—Louisiana style--Photographs;Crayfish--Photographs;Cookery (Crayfish)--Photographs;	Close-up of the mouth of the pot used to boil the crayfish inside.	Image	TIF	17.5 MB	494437908a015	Donn Young Photograph Collection	IRP	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights and copyright retained by the LSU Libraries.	Images of New Orleans: The Donn Young Photograph Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See "reference url" on the navigation bars	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_DYP.php?CISOROOT=/LSU_DYP;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_DYP		2007-05-09	2007-05-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_DYP/id/106	106	107.jpg	Volume15\494437908a015.tif	/LSU_DYP/image/107.jpg
Street Scene	Donn Young	2003 March 2	New Orleans (La.)--Photographs;Architecture--Photographs;French Quarter (New Orleans, La.)--Photographs;	View of buildings in the French Quarter in New Orleans from above street level, probably a balcony.	Image	TIF	17.5 MB	494437908a021	Donn Young Photograph Collection	IRP	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights and copyright retained by the LSU Libraries.	Images of New Orleans: The Donn Young Photograph Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See "reference url" on the navigation bars	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_DYP.php?CISOROOT=/LSU_DYP;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_DYP		2007-05-09	2007-05-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_DYP/id/107	107	108.jpg	Volume15\494437908a021.tif	/LSU_DYP/image/108.jpg
Ray Nagin and Mary Landrieu at Mardi Gras	Donn Young	2003 March 2	New Orleans (La.)--Photographs;Mardi Gras--Photographs;Nagin, Ray, 1956---Photographs;Landrieu, Mary, 1955- --Photographs;	Image of Ray Nagin, Mary Landrieu, and others at Mardi Gras parade.	Image	TIF	17.5 MB	494437908a112	Donn Young Photograph Collection	IRP	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights and copyright retained by the LSU Libraries.	Images of New Orleans: The Donn Young Photograph Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See "reference url" on the navigation bars	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_DYP.php?CISOROOT=/LSU_DYP;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_DYP		2007-05-09	2007-05-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_DYP/id/108	108	109.jpg	Volume15\494437908a112.tif	/LSU_DYP/image/109.jpg
Frank Brigtsen and food	Donn Young	2003 March 05	New Orleans (La.)--Photographs;Cooks--Photographs;	Image of Frank Brigtsen and a table of foodstuffs taken in the Presbytere in New Orleans, La.	Image	TIF	11.7 MB	494437910a056	Donn Young Photograph Collection	IRP	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights and copyright retained by the LSU Libraries.	Images of New Orleans: The Donn Young Photograph Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See "reference url" on the navigation bars	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_DYP.php?CISOROOT=/LSU_DYP;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_DYP		2007-05-09	2007-05-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_DYP/id/109	109	110.jpg	Volume15\494437910a056.tif	/LSU_DYP/image/110.jpg
Entree	Donn Young	2003 March 05	New Orleans (La.)--Photographs;Brigtsen’s Restaurant--Photographs;Food presentation--Photographs;	Entree at Brigtsen’s Restaurant.	Image	TIF	12.3 MB	494437910a2437314	Donn Young Photograph Collection	IRP	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights and copyright retained by the LSU Libraries.	Images of New Orleans: The Donn Young Photograph Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See "reference url" on the navigation bars	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_DYP.php?CISOROOT=/LSU_DYP;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_DYP		2007-05-09	2007-05-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_DYP/id/110	110	111.jpg	Volume15\494437910a2437314.tif	/LSU_DYP/image/111.jpg
Seafood dinner	Donn Young	2002 March 01	New Orleans (La.)--Photographs;Cookery (Seafood)--Photographs;Entrees (Cookery)--Photographs;	Image of a plate of different cooked seafood's like fish, shrimp, and crayfish from Brigtsen's Restaurant.	Image	TIF	17.5 MB	494437910a3605725	Donn Young Photograph Collection	IRP	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights and copyright retained by the LSU Libraries.	Images of New Orleans: The Donn Young Photograph Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See "reference url" on the navigation bars	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_DYP.php?CISOROOT=/LSU_DYP;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_DYP		2007-05-09	2007-05-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_DYP/id/111	111	112.jpg	Volume15\494437910a3605725.tif	/LSU_DYP/image/112.jpg
David Napoleon Family portrait	Donn Young	2003 March 08	New Orleans (La.)--Photographs;Families--Portraits;	Family of David Napoleon	Image	TIF	7.51 MB	494437915a073	Donn Young Photograph Collection	IRP	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights and copyright retained by the LSU Libraries.	Images of New Orleans: The Donn Young Photograph Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See "reference url" on the navigation bars	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_DYP.php?CISOROOT=/LSU_DYP;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_DYP		2007-05-09	2007-05-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_DYP/id/112	112	113.jpg	Volume15\494437915a073.tif	/LSU_DYP/image/113.jpg
